,Authors,Link,Title,Strategy,Tickers,Opening Price,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51
9291, Samuel Smith,/article/4090203-gm-cruises-second-quarter,GM Cruises Through The Second Quarter,Long,GM,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001
9300, Renaissance Investment Partners,/article/4094818-gm-cheap-ignore,GM Is Too Cheap To Ignore,Long,GM,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82
9305, Trent Eady,/article/4098528-gm-right-strategy-self-driving-challenges-remain,"GM Has The Right Strategy For Self-Driving, But Challenges Remain",Long,GM,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999
9310, Donn Bailey,/article/4104350-gm-sales-soar-china,GM Sales Soar In China,Long,GM,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998
9311, Montana Investment Analysis,/article/4105479-ev-mandate-looms-gm-china-surge,EV Mandate Looms Over GM China Surge,Short,GM,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998
9320, Seven Corners Capital Management,/article/4106438-general-motors-company-divide-prosper,General Motors Company - Divide And Prosper,Long,GM,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23
9321, Nathan Hayes,/article/4105918-general-motors-follow-greenlight,General Motors: Follow The Greenlight,Long,GM,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23
9328, Aisha Rahman,/article/4107904-general-motors-bull-case-capital-allocation-framework-business-china,General Motors Bull Case - The Capital Allocation Framework And Business In China,Long,GM,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998
9333, Josh Rudnik,/article/4111760-general-motors-now-just-beginning,General Motors: Now Is Just The Beginning,Long,GM,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999
9338," Vladimir Dimitrov, CFA",/article/4112708-general-motors-value-stock-gearing-long-term-growth,General Motors: Value Stock Gearing Up For Long-Term Growth,Long,GM,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002
9339, Jonathan Weber,/article/4112408-will-gm-go-next,Where Will GM Go Next?,Long,GM,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002
9348, Anton Wahlman,/article/4115043-general-motors-profits-driven-17-percent-u-s-unibody-suv-growth,"General Motors Profits Are Up, Driven By 17% U.S. Unibody SUV Growth",Long,GM,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002
9353, Zoltan Ban,/article/4115893-gm-quietly-revving-ev-presence-u-s,GM Quietly Revving Up EV Presence In U.S.,Long,GM,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998
9354, Canadian Perspective,/article/4115818-gm-recent-gains-tip-iceberg,GM - Recent Gains are the Tip of the Iceberg,Long,GM,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998
9363, Robinson Roacho,/article/4121920-general-motors-still-good-investment,General Motors Is Still A Good Investment,Long,GM,42.139999,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999
9368, David Barbalas,/article/4125917-gm-math-review-local-maximum-global-maximum,GM And Math Review: Local Maximum Or Global Maximum?,Long,GM,43.57,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999
9373, ChartMasterPro,/article/4127487-general-motors-motoring-higher,General Motors: Motoring Higher,Long,GM,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57
9374," Andres Cardenal, CFA",/article/4127356-general-motors-undervalued-moving-right-direction,General Motors: Undervalued And Moving In The Right Direction,Long,GM,44.880001,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57
9383, Millennial Investing,/article/4129268-general-motors-forget-tesla,General Motors: Forget Tesla,Long,GM,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001
9384, Donn Bailey,/article/4128857-gm-plug-in-along-confidently,GM Is 'Plug-In' Along Confidently,Long,GM,44.169998,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001
9391, Stone Fox Capital,/article/4129550-general-motors-markets-grand-mistake,General Motors: Markets Grand Mistake,Long,GM,43.049999,41.669998,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998
9396, Millennial Investing,/article/4133466-general-motors-better-tesla,General Motors: The Better Tesla,Long,GM,42.150002,41.799999,35.150002,36.009998,37.310001,36.650002,36.330002,36.830002,35.52,37.810001,37.27,37.91,36.869999,35.709999,34.709999,34.169998,33.970001,33.900002,33.91,34.200001,33.970001,33.82,32.919998,33.529999,34.459999,34.68,34.349998,34.52,35.57,35.189999,36.380001,35.82,35.98,35.299999,35.470001,34.91,35.509998,37.23,37.349998,38.59,40.299999,42.150002,45.330002,45.759998,45.150002,43.369999,42.139999,43.57,44.880001,44.169998,43.049999,41.669998
9401, Michael Wiggins De Oliveira,/article/4040099-herbalife-great-business-wonderful-price,Herbalife Is A Great Business At A Wonderful Price,Long,HLF,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002
9409, Crispus Nyaga,/article/4045131-message-herbalife-shorts-stop-playing-fire,A Message To Herbalife Shorts: Stop Playing With Fire,Short,HLF,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999
9419, Sunil Shah,/article/4045992-herbalife-nexus-politics-economics-triumphs,Herbalife: At The Nexus Of Politics And Economics. What Triumphs?,Short,HLF,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002
9429, Victor Dergunov,/article/4052504-herbalife-company-sustainable-business-model-will-recent-developments-prove-otherwise,Is Herbalife A Company With A Sustainable Business Model Or Will Recent Developments Prove Otherwise?,Short,HLF,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999
9439, Anthony Bonsignore,/article/4059438-herbalife-ship-sinking,"Herbalife, The Ship Is Sinking",Short,HLF,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998
9440," Jesse Sobelson, CFA",/article/4058518-herbalife-top-level-overview-distributor-trends-earnings-quality,Herbalife - A Top Level Overview Of Distributor Trends And Earnings Quality,Short,HLF,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998
9459, Bill Maurer,/article/4078594-herbalife-much-record-highs,Herbalife: So Much For Record Highs?,Short,HLF,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002
9460, Victor Dergunov,/article/4078584-herbalife-approaching-record-highs,"Herbalife: Approaching Record Highs, But Should It Be?",Short,HLF,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002
9469, Sunil Shah,/article/4080031-herbalife-investors-stop-believing,Herbalife: Investors Should Stop Believing You,Short,HLF,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998
9473, BioSci Capital Partners,/article/4081630-herbalife-profiting-obesity-pandemic,Herbalife: Profiting From The Obesity Pandemic,Long,HLF,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998
9474, Rogier van Vlissingen,/article/4081057-herbalife-now-shareholders-turn-feel-cheated,Herbalife: Now It's The Shareholders' Turn To Feel Cheated,Short,HLF,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998
9483, Rogier van Vlissingen,/article/4082283-herbalife-runs-time-yesterdays-solution-todays-problem,Herbalife Runs Out Of Time: Yesterday's Solution For Today's Problem,Short,HLF,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002
9488, Old Analyst,/article/4083887-herbalife-long-short,Herbalife: The Long And Short Of It,Long,HLF,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999
9493, Brian Sanders,/article/4088499-herbalife-viable-short,Herbalife: A Viable Short,Short,HLF,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001
9498, Michael Wiggins De Oliveira,/article/4090460-herbalife-shareholders-take-profits-now,Herbalife: Shareholders Should Take Profits Now,Long,HLF,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25
9503, Sunil Shah,/article/4094259-herbalife-pivoting-legitimacy-decline,Herbalife: Pivoting To Legitimacy And Decline,Short,HLF,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997
9508, Intrinsic Capital,/article/4099610-china-pledges-eradicate-multi-level-marketing,China Pledges To Eradicate Multi-Level Marketing,Short,HLF,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998
9513, Matt Stewart,/article/4101050-icahn-sings-love-tender-pershing-square,Icahn Sings 'Love Me Tender' To Pershing Square,Short,HLF,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998
9518, Sunil Shah,/article/4111746-herbalife-downgrade-name,Herbalife: A Downgrade By Any Other Name,Short,HLF,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002
9523, Pantho Investments,/article/4123553-herbalife-easy-short-bears-thought,Herbalife: Not The Easy Short Bears Thought It Would Be,Short,HLF,66.599998,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001
9528," Carlos Sava, CFA",/article/4126153-short-herbalife-poor-guidance-tender-completed-regulators-satisfied-now-time-focus-numbers,"Short Herbalife. Poor Guidance, Tender Completed, And Regulators Satisfied. Now It Is Time To Focus On The Numbers",Short,HLF,64.849998,66.110001,69.050003,67.660004,69.809998,68.199997,70.589996,49.189999,49.529999,53.240002,53.16,55.689999,55.900002,59.959999,61.139999,57.189999,54.700001,53.669998,56.849998,57.150002,57.130001,58.959999,59.419998,60.98,63.389999,72.029999,72.650002,73.440002,71.16999799999998,68.989998,69.400002,73.029999,73.260002,71.730003,72.790001,73.25,69.129997,66.510002,66.849998,62.419998,68.040001,68.809998,68.970001,69.010002,67.489998,67.400002,67.639999,76.839996,78.760002,73.690002,72.290001,66.599998
