Authors,Link,Tickers,Time,Title,Strategy
 EnerTuition,/article/4081969-tesla-solar-roof-kills-2-birds-1-stone,TSLA," Jun. 16, 2017, 11:51 AM ",Tesla Solar Roof Kills 2 Birds With 1 Stone,Short
 Michael Wiggins De Oliveira,/article/4081836-fitbit-7-months-later,FIT," Jun. 15, 2017, 5:06 PM ",Fitbit: 7 Months Later,Short
 Kwan-Chen Ma,/article/4081830-musk-call-option-teslas-stock-price,TSLA," Jun. 15, 2017, 4:21 PM ",There's A Musk Call Option In Tesla's Stock Price,Short
" Jun. 15, 2017, 10:21 AM ",/article/4081360-updating-proofpoint-short,Editors' Pick , PFPT,Updating My Proofpoint Short,Short
 Michael Boyd,/article/4081661-snyders-lance-can-new-management-get-bungled-acquisition,LNCE," Jun. 15, 2017, 9:56 AM ",Snyder's-Lance: Can New Management Get Out From Under Bungled Acquisition?,Short
" Jun. 14, 2017, 4:45 PM ",/article/4077828-short-case-2u-inc,Editors' Pick , TWOU,"The Short Case For 2U, Inc.",Short
 William Sabin,/article/4081460-3m-overpriced,MMM," Jun. 14, 2017, 2:48 PM ",3M: Is It Overpriced?,Short
 Adem Tumerkan,/article/4081415-avis-budget-group-demise-sight,CAR," Jun. 14, 2017, 11:43 AM ",Avis Budget Group: Why Its Demise Is In Sight,Short
 Orange Peel Investments,/article/4081368-sell-mallinckrodt-yesterdays-strength-company-precarious-position,MNK," Jun. 14, 2017, 11:18 AM ","Sell Mallinckrodt On Yesterday's Strength, The Company Is In A Precarious Position",Short
 Monocle Accounting Research,/article/4081365-absurdity-york-waters-valuation,YORW," Jun. 14, 2017, 10:38 AM ",The Absurdity That Is York Water's Valuation,Short
" Jun. 14, 2017, 9:30 AM ",/article/4081348-innovation-pharmaceuticals-cellceutix-still-hopeless-still-worthless,Editors' Pick , IPIX,"Innovation Pharmaceuticals (Cellceutix): Still Hopeless, Still Worthless",Short
 D. H. Taylor,/article/4081231-oil-will-continue-lower-increasing-supply-decreasing-demand,OIL," Jun. 13, 2017, 5:14 PM ",Oil Will Continue Lower On Increasing Supply And Decreasing Demand,Short
 Bill Maurer,/article/4081118-tesla-musks-job-rely-model-3,TSLA," Jun. 13, 2017, 12:34 PM ",Tesla: Does Musk's Job Rely On Model 3?,Short
 EnerTuition,/article/4081105-tesla-may-significant-battery-cost-disadvantage,TSLA," Jun. 13, 2017, 12:09 PM ",Tesla May Be At A Significant Battery Cost Disadvantage,Short
" Jun. 13, 2017, 10:06 AM ",/article/4080754-teladocs-growth-sustain-without-burning-cash,Editors' Pick , TDOC,Teladoc's Growth Cannot Sustain Without Burning Cash,Short
 Rogier van Vlissingen,/article/4081057-herbalife-now-shareholders-turn-feel-cheated,HLF," Jun. 13, 2017, 9:32 AM ",Herbalife: Now It's The Shareholders' Turn To Feel Cheated,Short
" Jun. 13, 2017, 7:24 AM ",/article/4080695-restoration-hardware-massaging-returns,Editors' Pick , RH,Restoration Hardware: Massaging Returns,Short
 Steve Funk,/article/4080920-400000-tesla-model-3-cars-2018-just-possible,TSLA," Jun. 12, 2017, 5:37 PM ","400,000 Tesla Model 3 Cars In 2018? It's Just Not Possible",Short
" Jun. 12, 2017, 4:00 PM ",/article/4076876-short-case-energizer,Editors' Pick , ENR,The Short Case For Energizer,Short
 Michael Wiggins De Oliveira,/article/4080875-tesla-expect-double-invested-capital,TSLA," Jun. 12, 2017, 2:16 PM ",Tesla: Do Not Expect To Double Your Invested Capital,Short
 Tom Luongo,/article/4080855-bail-ins-go-ecbs-fall,"EUFN, SAN"," Jun. 12, 2017, 2:02 PM ",Bail-Ins Go Before The ECB's Fall,Short
 Montana Skeptic,/article/4080844-tesla-solarcitys-buffalo-deal-lots-crooked-bends-river,TSLA," Jun. 12, 2017, 1:52 PM ",Tesla: SolarCity's Buffalo Deal Has Lots Of Crooked Bends In The River,Short
" Jun. 12, 2017, 10:30 AM ",/article/4080627-drop-50-now-nutrisystems-advertising-backed-shoddy-science,Editors' Pick , NTRI,Drop 50 Now: Nutrisystem's Advertising Backed By Shoddy Science,Short
 Bill Maurer,/article/4080748-dryships-quadrillion-dollar-loss,DRYS," Jun. 12, 2017, 9:46 AM ",DryShips: A Quadrillion Dollar Loss?,Short
 The Structure Of Price,/article/4080737-cisco-crosses-dark-side,CSCO," Jun. 12, 2017, 9:15 AM ",Cisco Crosses To The Dark Side,Short
 EQ Observer,/article/4080708-guess-huge-inventory-problem,GES," Jun. 12, 2017, 8:21 AM ",Guess Has A Huge Inventory Problem,Short
 ChartMasterPro,/article/4080597-expedia-look,EXPE," Jun. 11, 2017, 1:02 PM ",Expedia: Look Out Below,Short
 Citron Research,/article/4080565-nvidia-trade-back-130,NVDA," Jun. 11, 2017, 8:30 AM ",Nvidia To Trade Back To $130,Short
 Bears of Wall Street,/article/4080527-sears-done-traditional-retail-dying,SHLD," Jun. 10, 2017, 6:08 PM ","Sears Is Done, Traditional Retail Is Dying",Short
 Bill Maurer,/article/4080464-dryships-keep-calm-sell,DRYS," Jun. 9, 2017, 5:27 PM ",DryShips: Keep Calm And Sell On,Short
 Tony Cardinalli,/article/4080463-coupa-company-will-never-make-big-money,COUP," Jun. 9, 2017, 5:24 PM ",Coupa: This Company Will Never Make You Big Money,Short
" Jun. 9, 2017, 4:32 PM ",/article/4080135-maxis-rich-valuation-paltry-dividend-unjustified-revenue-headwinds-next-quarters,Editors' Pick , MAXSF,Maxis: Rich Valuation And Paltry Dividend Unjustified By Revenue Headwinds In The Next Few Quarters,Short
 Stone Fox Capital,/article/4080445-snap-billion-reasons-sell,SNAP," Jun. 9, 2017, 4:02 PM ",Snap: Over A Billion Reasons To Sell?,Short
 EQInvestor,/article/4080424-itron-update-following-q1-release-acquisition-announcement,ITRI," Jun. 9, 2017, 2:48 PM ",Itron: Update Following Q1 Release And Acquisition Announcement,Short
 Tom Luongo,/article/4080415-may-forming-government-still-bodes-poorly-pound,"GLD, FXE, FXB"," Jun. 9, 2017, 2:30 PM ",May Forming Government Still Bodes Poorly For Pound,Short
 Montana Skeptic,/article/4080405-updated-numbers-nevada-paid-tesla-least-214k-per-full-time-job,TSLA," Jun. 9, 2017, 1:53 PM ",Updated Numbers: Nevada Has Paid Tesla At Least $214K Per Full-Time Job,Short
 Paulo Santos,/article/4080270-blackberry-talk-autonomous-driving,BB," Jun. 9, 2017, 11:26 AM ","BlackBerry: Let's Talk About Autonomous Driving, Then",Short
 Andrew McElroy,/article/4080255-nvidia-bullish,NVDA," Jun. 9, 2017, 9:26 AM ",Nvidia: Bullish,Short
 Fuzzy Panda Shorts,/article/4080251-wins-finance-index-removal-will-lead-heavy-forced-selling,WINS," Jun. 9, 2017, 9:15 AM ",Wins Finance - Index Removal Will Lead To Heavy Forced Selling,Short
 Bears of Wall Street,/article/4080237-athenahealth-pure-short-play,ATHN," Jun. 9, 2017, 7:58 AM ",Athenahealth: Pure Short Play,Short
" Jun. 8, 2017, 4:25 PM ",/article/4076655-short-case-medpace,Editors' Pick , MEDP,The Short Case For Medpace,Short
" Jun. 8, 2017, 4:15 PM ",/article/4076628-short-case-sirius-xm,Editors' Pick , SIRI,The Short Case For Sirius XM,Short
 Sunil Shah,/article/4080031-herbalife-investors-stop-believing,HLF," Jun. 8, 2017, 2:48 PM ",Herbalife: Investors Should Stop Believing You,Short
 Orange Peel Investments,/article/4080035-pandora-go-much-lower-8-can,P," Jun. 8, 2017, 2:21 PM ","Pandora: It Can't Go Much Lower Than $8, Can It?",Short
 Bank On Insight,/article/4079961-davids-tea-uninvestable,DTEA," Jun. 8, 2017, 1:50 PM ",David's Tea Is Uninvestable,Short
" Kevin Wenck, CFA",/article/4079949-tesla-model-3-model-t,TSLA," Jun. 8, 2017, 1:16 PM ",Tesla: Model 3 Or Model T?,Short
 Henrik Alex,/article/4079957-get-short-dragonwave-heels-latest-momentum-stampede-bankruptcy-looming,DRWI," Jun. 8, 2017, 1:10 PM ",Get Short DragonWave On The Heels Of The Latest Momentum Stampede As Bankruptcy Is Looming,Short
 Paulo Santos,/article/4079946-blackberry-qnx-et-tu-general-motors,BB," Jun. 8, 2017, 12:18 PM ","BlackBerry QNX: Et Tu, General Motors?",Short
" Jun. 8, 2017, 11:30 AM ",/article/4079918-critical-forensic-look-radiant-logistics-strategy-management-financial-accounting-strain,Editors' Pick , RLGT,"A Critical Forensic Look At Radiant Logistics Strategy, Management, And Financial Accounting Strain Suggests 30-50% Downside Risk",Short
 EnerTuition,/article/4079929-tesla-solar-roof-serious-product,TSLA," Jun. 8, 2017, 11:26 AM ",Tesla Solar Roof Is Not A Serious Product,Short
" Jun. 8, 2017, 10:15 AM ",/article/4079499-canadian-solar-2017-looks-cloudy,Editors' Pick , CSIQ,Canadian Solar 2017 Looks Cloudy,Short
 Mike Gorlon,/article/4076437-short-case-tesla,TSLA," Jun. 8, 2017, 9:30 AM ",The Short Case For Tesla,Short
 Wayne Hylarides,/article/4079875-sell-air-canada-biggest-mistake,ACDVF," Jun. 8, 2017, 9:07 AM ",Sell Air Canada - Is This Its Biggest Mistake?,Short
 Montana Skeptic,/article/4079749-nevada-demonstrates-tesla-depends-heavily-taxpayer-subsidies,TSLA," Jun. 7, 2017, 6:30 PM ","As Nevada Demonstrates, Tesla Depends Heavily On Taxpayer Subsidies",Short
" Jun. 7, 2017, 4:00 PM ",/article/4076134-short-case-cree,Editors' Pick , CREE,The Short Case For Cree,Short
 Bears of Wall Street,/article/4079567-activision-blizzard-pullback-way,ATVI," Jun. 7, 2017, 2:02 PM ",Activision Blizzard: The Pullback Is On Its Way,Short
 Goddess Diogenes,/article/4079561-carvana-disguised-disruption-used-car-sales-business-backed-unethical-management,CVNA," Jun. 7, 2017, 1:30 PM ",Carvana: Disguised As 'Disruption' In The Used Car Sales Business Backed By Unethical Management,Short
 EQ Observer,/article/4079501-mattel-serious-inventory-receivable-issue-2017-guidance-looks-unachievable,MAT," Jun. 7, 2017, 9:50 AM ",Mattel Has A Serious Inventory/Receivable Issue: 2017 Guidance Looks Unachievable,Short
 Orange Peel Investments,/article/4079486-express-scripts-comments-crush-mallinckrodt-stock,MNK," Jun. 7, 2017, 9:40 AM ",Express Scripts Comments Could Crush Mallinckrodt Stock,Short
 Cliffside Research,/article/4079497-hot-stock-needs-time-cool,COOL," Jun. 7, 2017, 9:35 AM ",This Hot Stock Needs Time To COOL,Short
" Jun. 7, 2017, 7:36 AM ",/article/4079091-covanta-safe-dividend-play,Editors' Pick , CVA,Covanta Is NOT A Safe Dividend Play,Short
" Kevin Wenck, CFA",/article/4079288-tesla-happened-release-candidates,TSLA," Jun. 6, 2017, 3:57 PM ",Tesla: What Happened To All Those 'Release Candidates?',Short
 Chandler Clinkingbeard,/article/4079292-netflix-outdated-accounting-practices-blame-overvaluation,NFLX," Jun. 6, 2017, 3:44 PM ",Netflix: Outdated Accounting Practices To Blame For Overvaluation,Short
 Tunga Capital,/article/4079277-caterpillar-risky-levels,CAT," Jun. 6, 2017, 3:25 PM ",Caterpillar: Risky At These Levels,Short
 Michael Wiggins De Oliveira,/article/4079275-netflix-current-shareholders-late-show-stock-super-overvalued,NFLX," Jun. 6, 2017, 3:19 PM ","Netflix: Current Shareholders Are Late For The Show, This Stock Is Super Overvalued",Short
 William Sabin,/article/4079237-ford-short-play,F," Jun. 6, 2017, 2:00 PM ",Ford: Short Play,Short
 Jay Wei,/article/4079229-hewlett-packard-enterprise-business-breakup-fever,HPE," Jun. 6, 2017, 1:09 PM ",Hewlett Packard Enterprise: In A Business Breakup Fever,Short
" Jun. 6, 2017, 11:20 AM ",/article/4078762-mednax-iffy-business-model-q1-2017,Editors' Pick , MD,"Mednax: Iffy Business Model, And Q1 2017",Short
 Citron Research,/article/4079131-citron-provides-new-proof-mallinckrodt-way-zero,"MNK, ESRX"," Jun. 6, 2017, 9:36 AM ",Citron Provides New Proof Why Mallinckrodt Is On Its Way To Zero,Short
 Josh Arnold,/article/4079087-mcdonalds-yet-another-reason-look-getting-short,MCD," Jun. 6, 2017, 7:30 AM ",McDonald's And Yet Another Reason To Look At Getting Short,Short
 Research & Investment,/article/4079079-short-sellers-claim-dryships-best-short-ever,DRYS," Jun. 6, 2017, 7:16 AM ",Short Sellers Claim DryShips Is Best Short Ever,Short
 Timothy Gornall,/article/4078909-planet-fitness-look-good,PLNT," Jun. 5, 2017, 4:01 PM ",Planet Fitness Does Not Look Good,Short
" Jun. 5, 2017, 4:00 PM ",/article/4075405-short-case-snap,Editors' Pick , SNA,The Short Case For Snap-On,Short
 Paulo Santos,/article/4078830-blackberry-qnx-extraordinary-popular-delusions-madness-men,BB," Jun. 5, 2017, 3:07 PM ","BlackBerry: QNX, Extraordinary Popular Delusions And The Madness Of Men",Short
 Bill Maurer,/article/4078864-tesla-confusion-kill-model-3,TSLA," Jun. 5, 2017, 2:38 PM ",Tesla: Could Confusion Kill Model 3?,Short
 Hudson River Capital Research,/article/4078806-twitter-take-opportunity-sell,TWTR," Jun. 5, 2017, 12:50 PM ",Twitter: Take This Opportunity To Sell,Short
 Montana Skeptic,/article/4078795-tesla-cars-easy-total-expensive-repair,TSLA," Jun. 5, 2017, 12:25 PM ","Tesla Cars: Easy To Total, Expensive To Repair",Short
 Youce Ji,/article/4078785-ubisoft-behind-earnings,UBSFF," Jun. 5, 2017, 12:06 PM ",UbiSoft: Behind The Earnings,Short
 Bears of Wall Street,/article/4078783-nintendo-short-case-relevant-ever,NTDOY," Jun. 5, 2017, 12:02 PM ",Nintendo: Short Case Is More Relevant Than Ever,Short
 The Value Investor,/article/4078769-canada-goose-investors-like-multi-year-growth-guidance-expectations-continue-rising,GOOS," Jun. 5, 2017, 11:36 AM ",Canada Goose - Investors Like Multi-Year Growth Guidance As Expectations Continue Rising,Short
 Paulo Santos,/article/4078749-tesla-research-weaponized,TSLA," Jun. 5, 2017, 10:39 AM ","Tesla Research, Weaponized",Short
 Orange Peel Investments,/article/4078727-stamps-com-place-want-park-capital,STMP," Jun. 5, 2017, 10:19 AM ",Stamps.com Is Not A Place We Want To Park Our Capital,Short
 EQ Observer,/article/4078737-huge-inventory-levels-cato-earnings-outlook-appears-bleak,CATO," Jun. 5, 2017, 10:12 AM ",Huge Inventory Levels At CATO: Earnings Outlook Appears Bleak,Short
 Orange Peel Investments,/article/4078712-exact-sciences-38-overpriced,EXAS," Jun. 5, 2017, 9:14 AM ",Exact Sciences At $38 Is Overpriced,Short
 EnerTuition,/article/4078677-tesla-takes-body-blow-aaa-insurance-hike,TSLA," Jun. 5, 2017, 7:34 AM ",Tesla Takes A Body Blow With AAA Insurance Hike,Short
 Bill Maurer,/article/4078594-herbalife-much-record-highs,HLF," Jun. 4, 2017, 11:29 PM ",Herbalife: So Much For Record Highs?,Short
 Victor Dergunov,/article/4078584-herbalife-approaching-record-highs,HLF," Jun. 4, 2017, 8:49 PM ","Herbalife: Approaching Record Highs, But Should It Be?",Short
 Michael Blair,/article/4078582-apple-services-unlikely-offset-soft-iphone-sales,AAPL," Jun. 4, 2017, 8:12 PM ",Apple Services Unlikely To Offset Soft iPhone Sales,Short
 Parker Logan,/article/4078560-shortify-shopify-management-pivot,SHOP," Jun. 4, 2017, 2:48 PM ",Shortify Shopify - Management Pivot,Short
 M&R Investment,/article/4078471-ritchie-bros-holders-will-outbid-40-percent-downside,RBA," Jun. 3, 2017, 8:33 AM ",Ritchie Bros. Holders: You Will Not Be Outbid - 40% Downside,Short
" Jun. 3, 2017, 7:30 AM ",/article/4133309-sa-interview-investing-using-sentiment-analysis-amit-ghate,Editors' Pick ," WATT, AVXL",SA Interview: Investing Using Sentiment Analysis With Amit Ghate,Short
 Bill Maurer,/article/4078425-dryships-one-thing-sinking,DRYS," Jun. 2, 2017, 5:15 PM ",DryShips: One Thing Not Sinking,Short
 Healthcare Explorer,/article/4078375-epizyme-tazemetostat-weak-sauce,EPZM," Jun. 2, 2017, 12:53 PM ",Epizyme - Tazemetostat Is Weak Sauce,Short
 EnerTuition,/article/4078314-tesla-resale-value-myth,TSLA," Jun. 2, 2017, 8:50 AM ",Tesla Resale Value Myth,Short
 EQ Observer,/article/4078194-medifast-overweight-inventory-will-margins-slim,MED," Jun. 1, 2017, 4:58 PM ",Medifast Is Overweight With Inventory. Will Margins Slim Down?,Short
" Jun. 1, 2017, 2:30 PM ",/article/4074439-short-case-tableau-software,Editors' Pick , DATA,The Short Case For Tableau Software,Short
 Bill Maurer,/article/4078058-blackberry-history-repeats,BB," Jun. 1, 2017, 12:23 PM ",BlackBerry: History Repeats Itself,Short
 Courage & Conviction Investing,/article/4078053-brave-enough-short-mcdonalds-151,MCD," Jun. 1, 2017, 12:19 PM ",Are You Brave Enough To Short McDonald's At $151?,Short
 Damon Verial,/article/4078014-gamestop-bankrupt-without-model-change,GME," Jun. 1, 2017, 11:01 AM ",GameStop Bankrupt Without A Model Change?,Short
 11111aaaaaab,/article/4077971-cars-com-overvalued-tegna-spin-asset-caution-warranted-regular-way-trading-june-1,CARS," Jun. 1, 2017, 7:59 AM ","Cars.com Is An Overvalued Tegna Spin-Off Asset, Caution Warranted For Regular-Way Trading On June 1",Short
" Jun. 1, 2017, 5:00 AM ",/article/4074152-short-case-six-flags,Editors' Pick , SIX,The Short Case For Six Flags,Short
 J.G. Collins,/article/4077905-saving-michael-kors-case-recovery,KORS," Jun. 1, 2017, 12:05 AM ",Saving Michael Kors: A Case For Recovery,Short
" May 31, 2017, 12:10 PM ",/article/4077419-joined-aerie-pharmaceuticals-selling-stock,Editors' Pick , AERI,I've Joined Aerie Pharmaceuticals In Selling Its Stock,Short
 Amit Ghate,/article/4077637-autodesks-position-continues-become-precarious,ADSK," May 31, 2017, 10:22 AM ",Autodesk's Position Continues To Become More Precarious,Short
" May 31, 2017, 10:17 AM ",/article/4077357-3d-systems-time-warp-back-2013,Editors' Pick , DDD,3D Systems - Did We Time Warp Back To 2013?,Short
 Damon Verial,/article/4077584-ford-2017-risks,F," May 31, 2017, 8:27 AM ",Ford 2017: The Risks,Short
 Robert Honeywill,/article/4077578-amazon-expectations,AMZN," May 31, 2017, 8:08 AM ",Amazon: Expectations,Short
" May 30, 2017, 4:15 PM ",/article/4077479-short-case-stericycle,Editors' Pick , SRCL,The Short Case For Stericycle,Short
 Paulo Santos,/article/4077458-intel-threats-compound,INTC," May 30, 2017, 2:02 PM ",Intel Threats Compound,Short
 The First Mover,/article/4077373-australian-banks-shadow-slowdown,"ANZBY, CBAUF, NABZY"," May 30, 2017, 10:55 AM ",Australian Banks: In A Shadow Slowdown,Short
 CVC Research,/article/4077330-ambarella-niche-fabless-semiconductor-supplier-distinctly-non-niche-supplier-world,AMBA," May 30, 2017, 9:30 AM ",Ambarella Is A Niche Fabless Semiconductor Supplier In A Distinctly Non-Niche Supplier World,Short
 Paul Franke,/article/4077182-short-vodafone-tight-stop-loss-exit-price,VOD," May 29, 2017, 12:46 PM ",Short Vodafone With A Tight Stop-Loss Exit Price,Short
 Societe Financiers,/article/4077102-petrobras-significantly-overvalued,PBR," May 29, 2017, 2:25 AM ",Petrobras: Significantly Overvalued,Short
 Bill Maurer,/article/4076997-dryships-remains-sell,DRYS," May 27, 2017, 12:28 PM ",DryShips Remains A Sell,Short
 Jonathan Weber,/article/4076938-think-shorting-nvidia,NVDA," May 26, 2017, 3:20 PM ",Think About Shorting Nvidia Here,Short
" May 26, 2017, 2:29 PM ",/article/4076923-7-reasons-short-ibm,Editors' Pick , IBM,7 Reasons Why I'm Short IBM,Short
 Robert Honeywill,/article/4076862-amazon-com-danger-numbers,AMZN," May 26, 2017, 1:56 PM ",Amazon.com: Danger In Numbers,Short
 EnerTuition,/article/4076782-will-tesla-switch-vision-lidar,TSLA," May 26, 2017, 7:44 AM ",Will Tesla Switch From Vision To LIDAR?,Short
 Damon Verial,/article/4076707-carmax-stock-will-fall-60,KMX," May 25, 2017, 8:58 PM ",Here's Why CarMax Stock Will Fall Below $60,Short
 The Structure Of Price,/article/4076692-advanced-micro-devices-inc-worst-performing-stock-s-and-p-500,AMD," May 25, 2017, 6:16 PM ","Advanced Micro Devices, Inc.: The Worst Performing Stock In The S&P 500",Short
" May 25, 2017, 2:20 PM ",/article/4076519-zoompass-holdings-buyer-beware,Editors' Pick , ZPAS,Zoompass Holdings: Buyer Beware,Short
 Courage & Conviction Investing,/article/4076475-tjx-compelling-short-74,TJX," May 25, 2017, 11:37 AM ",Why TJX Is A Compelling Short At $74,Short
 KIA Investment Research,/article/4076464-investing-blackberrys-cybersecurity-story-soon-may-wannacry,BB," May 25, 2017, 11:19 AM ","If Investing In BlackBerry's Cybersecurity Story, Soon You May 'WannaCry'",Short
 J.G. Collins,/article/4076395-chipotle-cult-de-programming-expectation-vs-reality,CMG," May 25, 2017, 8:05 AM ",The Chipotle Cult: De-Programming The Expectation Vs. The Reality,Short
 Courage & Conviction Investing,/article/4076291-national-beverage-bearishness-wavered,FIZZ," May 24, 2017, 6:25 PM ",My National Beverage Bearishness Hasn't Wavered,Short
" May 24, 2017, 1:04 PM ",/article/4076161-tesla-legitimately-accounting-promotional-programs,Editors' Pick , TSLA,Is Tesla Legitimately Accounting For Its Promotional Programs?,Short
" May 24, 2017, 10:38 AM ",/article/4076084-empire-strike-back-mitek-systems,Editors' Pick , MITK,Is The Empire About To Strike Back At Mitek Systems?,Short
 Quick Draw Capital,/article/4076040-educational-development-corporations-curious-case-consignment-confusing-story,EDUC," May 24, 2017, 8:53 AM ",Educational Development Corporation's Curious Case Of Consignment Is A Confusing Story,Short
 Citron Research,/article/4076033-believe-citron-research,EXAS," May 24, 2017, 8:12 AM ",Do Not Believe Citron Research,Short
" May 24, 2017, 7:13 AM ",/article/4075559-bright-scholar-education-serious-regulatory-risks-despite-strong-growth,Editors' Pick , BEDU,Bright Scholar Education: Serious Regulatory Risks Despite Strong Growth,Short
 EnerTuition,/article/4075798-tesla-will-likely-lose-money-model-3,TSLA," May 23, 2017, 3:38 PM ",Tesla Will Likely Lose Money On Model 3,Short
" May 23, 2017, 3:12 PM ",/article/4075408-misleading-marketing-makes-veritone-compelling-short,Editors' Pick , VERI,Misleading Marketing Makes Veritone A Compelling Short,Short
 Bears of Wall Street,/article/4075761-yandex-just-lost-11-million-monthly-users,YNDX," May 23, 2017, 2:03 PM ",Yandex Just Lost 11 Million Monthly Users,Short
 Vincent Wolters,/article/4075701-tesla-closer-look-margins-profitability,TSLA," May 23, 2017, 1:59 PM ",Tesla: A Closer Look At Margins And Profitability,Short
 Crispus Nyaga,/article/4075697-ibm-big-blue-fading,IBM," May 23, 2017, 12:19 PM ",IBM: Big Blue Is Fading,Short
" May 23, 2017, 10:54 AM ",/article/4075658-downward-spiral-display-revenues-applied-materials-will-accelerate-2017-2018,Editors' Pick , AMAT,The Downward Spiral In Display Revenues For Applied Materials Will Accelerate In 2017 And 2018,Short
" May 23, 2017, 9:45 AM ",/article/4075158-signet-jewelers-all-glitters-gold-q1-2018-earnings-preview,Editors' Pick , SIG,Signet Jewelers: 'All That Glitters Is Not Gold' + Q1 2018 Earnings Preview,Short
" May 23, 2017, 8:15 AM ",/article/4075423-intel-may-lose-half-market-capitalization-2-years,Editors' Pick , INTC,Intel May Lose Half Of Its Market Capitalization In 2 Years,Short
 Jake Walsh,/article/4075518-home-capital-group-mcan-tale-2-subprime-lenders,"MAMTF, HMCBF"," May 23, 2017, 4:18 AM ",Home Capital Group And MCAN: A Tale Of 2 Subprime Lenders,Short
 Terry Chrisomalis,/article/4075441-full-phase-3-la-jolla-pharmaceutical-data-creates-great-short-opportunity,LJPC," May 22, 2017, 5:35 PM ",Full Phase 3 La Jolla Pharmaceutical Data Creates A Great Short Opportunity,Short
" May 22, 2017, 4:00 PM ",/article/4074798-vipshops-growth-overbullish,Editors' Pick , VIPS,Vipshop's Growth Is Overbullish,Short
 Nathan Hayes,/article/4075410-going-geo,GEO," May 22, 2017, 3:20 PM ",What's Going On At GEO?,Short
 Bram de Haas,/article/4075399-apples-tencent-run,AAPL," May 22, 2017, 2:27 PM ",Apple's Tencent Run-In,Short
 Alex Cho,/article/4075351-apple-berkshire-hathaway-following-buffett-buffett-two-different-things,AAPL," May 22, 2017, 1:38 PM ",Apple And Berkshire Hathaway: Following Buffett And Being Buffett Are Two Different Things,Short
" May 22, 2017, 12:55 PM ",/article/4075331-will-wolf-finally-come-deere,Editors' Pick , DE,When Will The Wolf Finally Come For Deere?,Short
 Salil Deshpande,/article/4075297-virtual-desktops-finally-come-age-just-time-next-wave-attacks,"MSFT, AMZN, VMW"," May 22, 2017, 11:37 AM ",Virtual Desktops Finally Come Of Age - Just In Time For The Next Wave Of Attacks,Short
 DoctoRx,/article/4075234-amazon-emporia-strike-back,AMZN," May 22, 2017, 9:55 AM ",Amazon: The Emporia Strike Back,Short
 Mark Gomes,/article/4075217-pixelworks-makes-buy-made-sell,PXLW," May 22, 2017, 9:20 AM ","Pixelworks Makes A Buy, So I've Made It A Sell",Short
 Logical Thought,/article/4075208-ubss-41000-tesla-model-3-break-even-estimate-means-massive-continuing-losses,TSLA," May 22, 2017, 8:58 AM ","UBS's $41,000 Tesla Model 3 Break-Even Estimate Means Massive Continuing Losses...",Short
" May 22, 2017, 2:50 AM ",/article/4074954-paysafe-group-trouble-turkey,Editors' Pick , NVAFF,Paysafe Group: Trouble In Turkey?,Short
 Spotlight Research,/article/4075037-paysafe-group-china-targets-payment-platforms-enforcement-online-gambling,NVAFF," May 22, 2017, 2:00 AM ",Paysafe Group: China Targets Payment Platforms In Enforcement Of Online Gambling,Short
 The Structure Of Price,/article/4075071-cisco-flags-major-downturn-drops-like-stone,CSCO," May 21, 2017, 11:08 PM ",Cisco Flags A Major Downturn And Drops Like A Stone,Short
 SPY Guy,/article/4074939-teslas-nonsense-claim-solar-roof-saves-money,TSLA," May 19, 2017, 6:31 PM ",Tesla's No-Nonsense Claim That Its Solar Roof Saves Money,Short
 Bill Maurer,/article/4074940-dryships-final-warning,DRYS," May 19, 2017, 6:07 PM ",DryShips: The Final Warning,Short
 jaberwock,/article/4074828-tesla-worth-300-share,TSLA," May 19, 2017, 4:03 PM ",Tesla: Is It Worth More Than $300 A Share?,Short
 Montana Skeptic,/article/4074859-goldman-sachs-talks-tesla-listen,TSLA," May 19, 2017, 3:44 PM ","When Goldman Sachs Talks Tesla, I Listen",Short
 Anton Wahlman,/article/4074809-tesla-will-face-massive-margin-pressure-nissans-leaf-replacement,"TSLA, NSANY"," May 19, 2017, 3:05 PM ",Tesla Will Face Massive Margin Pressure From Nissan's LEAF Replacement,Short
" May 19, 2017, 2:00 PM ",/article/4074451-anavex-life-sciences-5-reasons-short,Editors' Pick , AVXL,Anavex Life Sciences: 5 Reasons Why I'm Short,Short
 Paulo Santos,/article/4074578-blackberry-verge-disruption,BB," May 18, 2017, 10:50 PM ",BlackBerry On The Verge Of Disruption,Short
 Paul Franke,/article/4074567-ab-inbev-overbought-overvalued,BUD," May 18, 2017, 9:26 PM ",AB InBev: Overbought And Overvalued,Short
 Jawad Ayaz,/article/4074440-burning-cash-losing-customers-wayfair-running-options,W," May 18, 2017, 1:42 PM ","Burning Cash And Losing Customers, Wayfair Is Running Out Of Options",Short
" May 18, 2017, 12:46 PM ",/article/4074109-book-educational-development-corporation-want-read,Editors' Pick , EDUC,A Book Educational Development Corporation Doesn't Want You To Read,Short
 Courage & Conviction Investing,/article/4074391-national-beverage-corp-always-sunny-fort-lauderdale,FIZZ," May 18, 2017, 11:07 AM ",National Beverage Corp.: Is It Always Sunny In Fort Lauderdale?,Short
" May 18, 2017, 10:00 AM ",/article/4074232-management-covering-looming-changes-stamps-coms-ability-monetize-postage,Editors' Pick , STMP,Is Management Covering Up Looming Changes To Stamps.com's Ability To Monetize Postage?,Short
