,Authors,Link,Tickers,Time,Title,Strategy,Week,Month
6570, KMP Ideas,/article/4091157-bmw-sales-growth-electric-cars,BMWYY,2017-07-27 08:00:00,BMW: Sales Growth And Electric Cars,Long,30.0,7.0
6571, ONeil Trader,/article/4091146-sucampo-shift-toward-rare-diseases,SCMP,2017-07-27 07:41:00,Sucampo: A Shift Toward Rare Diseases,Long,30.0,7.0
6572, Eric Nickolaison,/article/4091145-screening-potential-spin-offs-walt-disney,DIS,2017-07-27 07:40:00,Screening For Potential Spin-Offs: Walt Disney,Long,30.0,7.0
6573, Kenra Investors,/article/4091135-kohls-worth-look-levels,KSS,2017-07-27 07:10:00,Kohl's - It's Worth A Look At These Levels,Long,30.0,7.0
6574, The Hedged Economist,/article/4091134-mcdonalds-two-businesses-one-strategy,MCD,2017-07-27 07:06:00,"McDonald's Two Businesses, One Strategy",Long,30.0,7.0
6576, Right Angle,/article/4091121-intel-becoming-diversified-ai-player,INTC,2017-07-27 06:34:00,How Intel Is Becoming A Diversified AI Player,Long,30.0,7.0
6577, The Investment Doctor,/article/4091114-barrick-gold-comes-acacias-rescue-high-level-talks-start-next-week,ABX,2017-07-27 06:14:00,Barrick Gold Comes To Acacia's Rescue: High-Level Talks Start Next Week,Long,30.0,7.0
6578, The Investment Doctor,/article/4090682-newmont-mining-spend-378m,NEM,2017-07-27 06:00:00,Newmont Mining: How Would You Spend $378M?,Long,30.0,7.0
6579, ValueAnalyst,/article/4091101-will-benefit-shale-spending-cuts,ESV,2017-07-27 05:09:00,Who Will Benefit From Shale Spending Cuts?,Long,30.0,7.0
6580, Gold Mining Bull,/article/4091099-nevsun-timok-worth-market-cap,NSU,2017-07-27 05:02:00,Nevsun: Timok Is Worth More Than Its Market Cap,Long,30.0,7.0
6581, Long Player,/article/4091070-sanchez-energy-will-succeed-lower-capital-budget,SN,2017-07-27 02:27:00,Sanchez Energy Will Succeed With A Lower Capital Budget,Long,30.0,7.0
6582, Kush Patel,/article/4091068-home-depot-strong-buy,HD,2017-07-27 02:13:00,The Home Depot Is A Strong Buy,Long,30.0,7.0
6585, Long Player,/article/4090979-abraxas-petroleum-needs-discipline,AXAS,2017-07-26 19:55:00,Abraxas Petroleum Needs Some Discipline,Long,30.0,7.0
6586, Strong Bio,/article/4090907-kindred-bio-pounces-feline-weight-management,KIN,2017-07-26 16:51:00,Kindred Bio Pounces On Feline Weight Management,Long,30.0,7.0
6587, Gianni Gambone,/article/4090902-nike-begin-selling-products-amazon,NKE,2017-07-26 16:47:00,Nike To Begin Selling Products On Amazon,Long,30.0,7.0
6588, HealthBlogger,/article/4090896-biogen-q2-2017-results-steps-right-direction,BIIB,2017-07-26 16:43:00,Biogen Q2 2017 Results: Few Steps In The Right Direction,Long,30.0,7.0
6590, David J. Waldron,/article/4090828-ibm-hard-way,IBM,2017-07-26 16:00:00,IBM The Hard Way,Long,30.0,7.0
6592, HFIR,/article/4090873-gear-presidents-letter-highlights-material-operational-outperformance,GENGF,2017-07-26 15:52:00,Gear President's Letter Highlights Material Operational Outperformance,Long,30.0,7.0
6593, Peter Jaworowski,/article/4090837-lowes-stock-will-continue-improve-portfolio,LOW,2017-07-26 15:33:00,Lowe's: A Stock That Will Continue To Improve Your Portfolio,Long,30.0,7.0
6594, L&F Capital Management,/article/4090835-akamai-technologies-cheap-ignore,AKAM,2017-07-26 15:32:00,Akamai Technologies: Too Cheap To Ignore,Long,30.0,7.0
6595, The Value Investor,/article/4090842-chipotle-mexican-grill-risk-reward-improving,CMG,2017-07-26 15:09:00,Chipotle Mexican Grill: Risk-Reward Is Improving,Long,30.0,7.0
6597, Canadian Dividend Growth Investor,/article/4090805-invest-ross-stores-shares,ROST,2017-07-26 14:34:00,Should You Invest In Ross Stores Shares?,Long,30.0,7.0
6598, Kirk Spano,/article/4090797-exact-sciences-crushes-estimates,EXAS,2017-07-26 14:29:00,Exact Sciences Crushes Estimates Again,Long,30.0,7.0
6599, BioSci Capital Partners,/article/4090777-vanda-pharmaceuticals-early-stage-bioscience-consideration,VNDA,2017-07-26 13:59:00,Vanda Pharmaceuticals: An Early Stage Bioscience Consideration,Long,30.0,7.0
6600, Amigobulls,/article/4090762-amazon-double-market-cap-2020,AMZN,2017-07-26 13:36:00,Amazon Could Double Its Market Cap By 2020,Long,30.0,7.0
6601, Jonathan Weber,/article/4090740-chipotle-next-circle,CMG,2017-07-26 13:29:00,Chipotle: Next Circle?,Long,30.0,7.0
6602, Quad 7 Capital,/article/4090735-hershey-company-sugar-fueled-zombie,HSY,2017-07-26 12:52:00,The Hershey Company: A Sugar Fueled Zombie,Long,30.0,7.0
6604, Callum Turcan,/article/4090720-anadarko-stealthily-exiting-cote-divoire,APC,2017-07-26 12:38:00,Anadarko Stealthily Exiting The Cote D'Ivoire,Long,30.0,7.0
6605, DoctoRx,/article/4090715-2-cheers-biogen-may-good-enough-allow-alpha,BIIB,2017-07-26 12:34:00,"2 Cheers For Biogen, Which May Be Good Enough To Allow Alpha",Long,30.0,7.0
6606, Jonathan Faison,/article/4090709-buy-dip-reata-pharmaceuticals,RETA,2017-07-26 12:28:00,Buy The Dip In Reata Pharmaceuticals,Long,30.0,7.0
6607, Alexander Kalashnikov,/article/4090701-electronic-arts-cautious-buy,EA,2017-07-26 12:14:00,Electronic Arts: Cautious Buy,Long,30.0,7.0
6608, Black Coral Research,/article/4090677-verizon-20-percent-total-return-waiting-investors,VZ,2017-07-26 12:08:00,Verizon: There's A 20% Total Return Waiting For Investors,Long,30.0,7.0
6609, Josh Arnold,/article/4090696-t-delivers-shareholders,T,2017-07-26 12:05:00,AT&T Delivers For Shareholders,Long,30.0,7.0
6610, Shareholders Unite,/article/4090693-splunk-terrific-company-less-terrific-visibility,SPLK,2017-07-26 11:58:00,"Splunk: Terrific Company, Less Terrific Visibility",Long,30.0,7.0
6611, Anton Wahlman,/article/4090688-automaker-gaining-minivan-market-share-fiat-chrysler-segment-13-percent,FCAU,2017-07-26 11:53:00,The Only Automaker Gaining Minivan Market Share Is Fiat Chrysler - Segment Down 13%,Long,30.0,7.0
6612, Bobak Forouzan,/article/4090686-buy-regions-financial-corporation-moderate-growth-income,RF,2017-07-26 11:50:00,Buy Regions Financial Corporation For Moderate Growth And Income,Long,30.0,7.0
6613, Kumquat Research,/article/4090680-micron-madness,MU,2017-07-26 11:40:00,Micron: This Is Madness,Long,30.0,7.0
6614, Miles White,/article/4090657-new-starbucks-locations-unique-experiences-time-buy,SBUX,2017-07-26 11:13:00,New Starbucks Locations And Unique Experiences: Time To Buy?,Long,30.0,7.0
6615, Quad 7 Capital,/article/4090658-boeing-amazes,BA,2017-07-26 10:45:00,Boeing: This Amazes Me,Long,30.0,7.0
6616, Elephant Analytics,/article/4090637-look-amarin-4,AMRN,2017-07-26 10:44:00,A Look At Amarin At $4,Long,30.0,7.0
6617, Quad 7 Capital,/article/4090653-coca-cola-happen,KO,2017-07-26 10:38:00,Coca-Cola: It Could Happen Again,Long,30.0,7.0
6618, Bret Jensen,/article/4090649-intra-cellular-therapies-buy-sell-hold,ITCI,2017-07-26 10:33:00,"Intra-Cellular Therapies: Buy, Sell Or Hold?",Long,30.0,7.0
6619, FIG Ideas,/article/4090644-citigroup-2020-vision,C,2017-07-26 10:26:00,Citigroup: 2020 Vision,Long,30.0,7.0
6620, Millennial Investing,/article/4090631-mid-america-apartment-communities-inc-buy-rent-reit,MAA,2017-07-26 10:00:00,"Mid-America Apartment Communities Inc.: Buy, Don't Rent This REIT",Long,30.0,7.0
6623, Underanalyzed Equities,/article/4090623-bassett-furniture-company-chair-ish,BSET,2017-07-26 09:22:00,Bassett: A Furniture Company To Chair-Ish,Long,30.0,7.0
6624, David Krejca,/article/4090590-hdfc-bank-indias-unbanked-population-presents-opportunity,HDB,2017-07-26 08:40:00,HDFC Bank: India's Unbanked Population Presents An Opportunity,Long,30.0,7.0
6625, Leo Nelissen,/article/4090573-brainer-bank-america,BAC,2017-07-26 08:19:00,No-Brainer - Bank Of America,Long,30.0,7.0
6626, Mary Jane Fountain,/article/4090570-abercrombie-big-short-just-bit-dust,ANF,2017-07-26 07:40:00,Abercrombie - Has A Big Short Just Bit The Dust?,Long,30.0,7.0
6627, Henrik Alex,/article/4090564-ongoing-dryships-equity-raise-almost-80-percent-finished-now,DRYS,2017-07-26 07:24:00,Ongoing DryShips Equity Raise Almost 80% Finished Now,Long,30.0,7.0
6628, Josh Arnold,/article/4090550-wrong-caterpillar,CAT,2017-07-26 06:58:00,I Was Wrong About Caterpillar,Long,30.0,7.0
6629, Kumquat Research,/article/4090534-seagate-crashes-now,STX,2017-07-26 05:04:00,"Seagate Crashes, What Now?",Long,30.0,7.0
6630, BuyHiSellLo,/article/4090531-listen-spirit-guide-liquor-stores-provides-60-percent-upside-short-term,LQSIF,2017-07-26 04:01:00,Listen To Your Spirit Guide: Liquor Stores Provides 60% Upside In The Short Term,Long,30.0,7.0
6631, The Owl,/article/4090528-frontier-communications-short-interest-spikes-record-levels-mid-july-now,FTR,2017-07-26 03:40:00,Frontier Communications:  Short Interest Spikes To Record Levels At Mid-July... What Now?,Long,30.0,7.0
6632, Chandler Clinkingbeard,/article/4090525-nutanix-patience-growth,NTNX,2017-07-26 03:23:00,Nutanix: Patience And Growth,Long,30.0,7.0
6633, Wiedower Capital,/article/4090526-trupanion-long-term-compounder,TRUP,2017-07-26 03:07:00,Why Trupanion Could Be A Long-Term Compounder,Long,30.0,7.0
6634, Max Loh,/article/4090508-mercadolibre-next-amazon-latin-america,MELI,2017-07-25 23:49:00,MercadoLibre: The Next Amazon Of Latin America,Long,30.0,7.0
6635, Strong Bio,/article/4090473-adma-biologics-follows-riminus-002,ADMA,2017-07-25 21:17:00,ADMA Biologics Follows Up On RI-002,Long,30.0,7.0
6636, Michael Wiggins De Oliveira,/article/4090460-herbalife-shareholders-take-profits-now,HLF,2017-07-25 21:06:00,Herbalife: Shareholders Should Take Profits Now,Long,30.0,7.0
6637, The Lithium Spot,/article/4090464-albemarle-lithium-juggernaut,ALB,2017-07-25 20:47:00,Albemarle: The Lithium Juggernaut,Long,30.0,7.0
6639, HealthBlogger,/article/4090419-lose-faith-shire,SHPG,2017-07-25 17:33:00,Don't Lose The Faith In Shire,Long,30.0,7.0
6640, Strong Bio,/article/4090416-sparks-flyin,ONCE,2017-07-25 17:28:00,'Sparks' A-Flyin',Long,30.0,7.0
6641, JSG_DRIP,/article/4090414-mid-con-energy-q2-2017-forecast,MCEP,2017-07-25 17:25:00,Mid-Con Energy Q2 2017 Forecast,Long,30.0,7.0
6642, Taylor Dart,/article/4090400-celgene-gearing-new-highs,CELG,2017-07-25 16:36:00,Celgene: Gearing Up For New Highs,Long,30.0,7.0
6644, Terry Chrisomalis,/article/4090358-nektar-makes-stride-forward-resolving-autoimmune-diseases,NKTR,2017-07-25 16:10:00,Nektar Makes A Stride Forward In Resolving Autoimmune Diseases,Long,30.0,7.0
6645, Detroit Bear,/article/4090348-hibbetts-horrible-quarter-say-foot-locker,FL,2017-07-25 16:02:00,What Does Hibbett's Horrible Quarter Say About Foot Locker?,Long,30.0,7.0
6646, Avisol Capital Partners,/article/4090375-aralez-quick-overview-investment-thesis,ARLZ,2017-07-25 15:56:00,Aralez: A Quick Overview Of The Investment Thesis,Long,30.0,7.0
6647, Samuel Smith,/article/4090341-cameco-uranium-rebound-play,CCJ,2017-07-25 15:49:00,Cameco: Uranium Rebound Play,Long,30.0,7.0
6648, Howard Jay Klein,/article/4090317-will-get-monarch-earnings-surprise,MCRI,2017-07-25 15:37:00,Will We Get A Monarch Earnings Surprise?,Long,30.0,7.0
6650, The First Mover,/article/4090347-morgan-stanley-still-cheap,MS,2017-07-25 15:31:00,Morgan Stanley: Still Very Cheap,Long,30.0,7.0
6651, Strong Bio,/article/4090323-ultragenyx-meets-eye,RARE,2017-07-25 15:03:00,Ultragenyx More Than Meets The Eye?,Long,30.0,7.0
6652, L&F Capital Management,/article/4090290-paypal-pure-play-e-commerce-transition,PYPL,2017-07-25 14:58:00,Paypal: Pure Play On E-Commerce Transition,Long,30.0,7.0
6653, Eric R. I. Crawford,/article/4090283-westport-fuel-systems-consensus-ebit-estimates-miss-mark,WPRT,2017-07-25 14:22:00,Westport Fuel Systems: Consensus EBIT Estimates Miss The Mark,Long,30.0,7.0
6655, Jared Orr,/article/4090275-skechers-usa-story-belief-stock-appreciate-25-percent,SKX,2017-07-25 14:06:00,Skechers USA: A Story Of Belief; Stock Could Appreciate Over 25%,Long,30.0,7.0
6657, Quad 7 Capital,/article/4090254-audacious-reaction-dominos,DPZ,2017-07-25 13:24:00,Audacious Reaction To Domino's,Long,30.0,7.0
6658, Russell Naisbitt,/article/4090246-hps-bold-acquisition-positive-stockholders,HPQ,2017-07-25 12:55:00,HP's Bold Acquisition Could Be A Positive For Stockholders,Long,30.0,7.0
6659," Richard Greulich Jr., CFA",/article/4090240-american-shared-hospital-services-solid-core-earnings-exciting-growth-potential-offer-value,AMS,2017-07-25 12:33:00,American Shared Hospital Services: Solid Core Earnings And Exciting Growth Potential Offer Value,Long,30.0,7.0
6660, Jonathan Weber,/article/4090214-csx-story-ended,CSX,2017-07-25 12:13:00,Has The CSX Story Ended?,Long,30.0,7.0
6661, Jonathan Faison,/article/4090226-alibaba-firing-cylinders,BABA,2017-07-25 12:05:00,Alibaba Firing On All Cylinders,Long,30.0,7.0
6662, Kenra Investors,/article/4090212-pvh-thriving-difficult-environment,PVH,2017-07-25 11:40:00,PVH - Thriving In A Difficult Environment,Long,30.0,7.0
6663, Liu Jiao,/article/4090211-cisco-gamble-might-pay,CSCO,2017-07-25 11:37:00,Cisco Is A Gamble That Might Pay Off,Long,30.0,7.0
6664, Quad 7 Capital,/article/4090210-lamb-weston-can-ask,LW,2017-07-25 11:37:00,Lamb Weston: What More Can You Ask For?,Long,30.0,7.0
6665, Philip Mause,/article/4090208-intellipharmaceutics-international-low-downside-huge-upside,IPCI,2017-07-25 11:33:00,IntelliPharmaCeutics International - Very Low Downside And Huge Upside,Long,30.0,7.0
6667, Quad 7 Capital,/article/4090205-freeport-mcmoran-fight-survival,FCX,2017-07-25 11:29:00,Freeport-McMoRan: The Fight For Survival,Long,30.0,7.0
6668, Samuel Smith,/article/4090203-gm-cruises-second-quarter,GM,2017-07-25 11:27:00,GM Cruises Through The Second Quarter,Long,30.0,7.0
6670, Christopher Speetzen,/article/4090185-small-cap-trading-large-discount-book-value,ASFI,2017-07-25 10:46:00,Small Cap Trading At Large Discount To Book Value,Long,30.0,7.0
6671, Strong Bio,/article/4090176-aratana-porfolios-best-friend,PETX,2017-07-25 10:06:00,Is Aratana Your Porfolio's Best Friend?,Long,30.0,7.0
6672, Ensemble Capital,/article/4090174-ferrari-sells-veblen-goods-cars,RACE,2017-07-25 09:58:00,"Ferrari Sells Veblen Goods, Not Cars",Long,30.0,7.0
6673, Chris B Murphy,/article/4090158-bank-america-comparing-management-performance-jpmorgan-citigroup-wells-fargo,BAC,2017-07-25 09:52:00,"Bank Of America: Comparing Management Performance To JPMorgan, Citigroup And Wells Fargo",Long,30.0,7.0
6675, Michael Wiggins De Oliveira,/article/4090142-macys-one-contrarian-bargain-hunters,M,2017-07-25 09:37:00,Macy's: This One Is For Contrarian Bargain Hunters,Long,30.0,7.0
6676, Orlando Vega,/article/4090139-bb-and-t-buy-bank-becomes-powerhouse,BBT,2017-07-25 09:24:00,BB&T: Buy This Bank Before It Becomes A Powerhouse,Long,30.0,7.0
6678, Value Digger,/article/4090138-unknown-growth-play-food-industry-offers-great-value-proposition,IVFH,2017-07-25 08:41:00,This Unknown Growth Play From The Food Industry Offers A Great Value Proposition,Long,30.0,7.0
6679, Leo Nelissen,/article/4090114-screaming-buy-las-vegas-sands,LVS,2017-07-25 07:56:00,Screaming Buy - Las Vegas Sands,Long,30.0,7.0
6680, Marc Gerstein,/article/4090100-procter-and-gamble-pretty-good,PG,2017-07-25 06:45:00,Procter & Gamble: Pretty Good,Long,30.0,7.0
6681, Willow Street Investments,/article/4089657-coty-inc-getting-serious-china-e-commerce,COTY,2017-07-25 06:00:00,"Coty, Inc.: Getting Serious About China Through E-Commerce",Long,30.0,7.0
6682, Tematica Research,/article/4090083-amazon-many-thematic-tailwinds-pushing-forward,AMZN,2017-07-25 05:53:00,Amazon - The Many Thematic Tailwinds Pushing It Forward,Long,30.0,7.0
6683, Gold Mining Bull,/article/4090079-teranga-gold-still-solid-growth-stock,TGCDF,2017-07-25 05:27:00,Is Teranga Gold Still A Solid Growth Stock?,Long,30.0,7.0
6684, Prasanna Rajagopal,/article/4090076-tableau-needs-move-beyond-data-visualization,DATA,2017-07-25 05:16:00,Tableau Needs To Move Beyond Data Visualization,Long,30.0,7.0
6685, Nicholas Klemm,/article/4090072-farmland-partners-inc-poised-long-term-growth,FPI,2017-07-25 04:53:00,Farmland Partners Inc. Is Poised For Long-Term Growth,Long,30.0,7.0
6686, RobinhoodStrategy,/article/4090057-visa-called-100,V,2017-07-25 02:24:00,Visa: We Called $100,Long,30.0,7.0
6687, The Knife Catcher,/article/4090055-knowles-corporation-solid-investment-idea,KN,2017-07-25 01:45:00,Knowles Corporation: A Solid Investment Idea,Long,30.0,7.0
6688, Ang Shen,/article/4090047-momo-8_0-unavoidable-change,MOMO,2017-07-24 23:39:00,Momo 8.0: The Unavoidable Change,Long,30.0,7.0
6689, Wubbe Bos,/article/4090037-siemens-cheap-healthineers-helps-unlock-value,SIEGY,2017-07-24 22:24:00,Siemens Is Cheap And Healthineers Helps To Unlock The Value,Long,30.0,7.0
6690, Activist Stocks,/article/4090030-snap-next-twitter,SNAP,2017-07-24 20:58:00,Snap: The Next Twitter?,Long,30.0,7.0
6692, Value Investigator,/article/4090001-baidu-strong-upside-short-term-trigger-bright-future,BIDU,2017-07-24 20:09:00,"Baidu: Strong Upside, A Short-Term Trigger And A Bright Future",Long,30.0,7.0
6694, Ron Hiram,/article/4090008-look-magellan-midstream-partners-results-q2-2017,MMP,2017-07-24 19:03:00,What To Look For In Magellan Midstream Partners' Results For Q2 2017,Long,30.0,7.0
6695, Julie Kent,/article/4090003-groupon-still-place-long-term-portfolio,GRPN,2017-07-24 18:45:00,Groupon Should Still Have A Place In Your Long-Term Portfolio,Long,30.0,7.0
6696, Carmi Turchick,/article/4089987-tesla-batteries-mobility-challenge-automakers,TSLA,2017-07-24 18:40:00,"Tesla, Batteries And Mobility: A Challenge For Automakers",Long,30.0,7.0
6697, Michael Wiggins De Oliveira,/article/4089991-microsoft-shareholders-set-benefit-stock,MSFT,2017-07-24 17:27:00,Microsoft: Shareholders Are Set To Benefit From This Stock,Long,30.0,7.0
6699, Roman Luzgin,/article/4089975-apple-likely-switch-house-screens,AAPL,2017-07-24 16:16:00,Apple Is Likely To Switch To In-House Screens,Long,30.0,7.0
6700, Liu Jiao,/article/4089964-visa-unphased-economic-bad-news,V,2017-07-24 16:05:00,Visa - Unphased By Economic 'Bad News',Long,30.0,7.0
6701, Jonathan Faison,/article/4089972-baozun-upside-2017-runner,BZUN,2017-07-24 15:47:00,Baozun: Is There More Upside In This 2017 Runner?,Long,30.0,7.0
6702, Christiaan Casper,/article/4089955-calm-will-soar,CALM,2017-07-24 15:42:00,This Is When CALM Will Soar,Long,30.0,7.0
6703, L&F Capital Management,/article/4089966-facebook-earnings-preview-bullish-instagram,FB,2017-07-24 15:36:00,Facebook Earnings Preview: Bullish On Instagram,Long,30.0,7.0
6704, Stephen Barnes,/article/4089942-think-gilead-worth-86-per-share,GILD,2017-07-24 15:22:00,I Think Gilead Is Worth More than $86 Per Share,Long,30.0,7.0
6705, Focus Equity,/article/4089941-yy-inc-better-momo,YY,2017-07-24 15:19:00,"YY, Inc.: Better Than Momo?",Long,30.0,7.0
6706, Nick Cox,/article/4089927-fiat-chrysler-leveraging-brands-marchionne,FCAU,2017-07-24 15:14:00,Fiat Chrysler Leveraging Its Brands Under Marchionne,Long,30.0,7.0
6707, Paul Price,/article/4089952-alrs-stock-week-interface-inc,TILE,2017-07-24 15:10:00,ALR's Stock Of The Week: Interface Inc.,Long,30.0,7.0
6708, Kumquat Research,/article/4089933-amd-king-crossover,AMD,2017-07-24 14:59:00,AMD: King Of The Crossover,Long,30.0,7.0
6709, L&F Capital Management,/article/4089931-foot-locker-time-buy,FL,2017-07-24 14:56:00,Foot Locker: Its Time To Buy,Long,30.0,7.0
6710, Avisol Capital Partners,/article/4089936-vertex-looks-attractive-new-positive-data-acquisition-buzz,VRTX,2017-07-24 14:35:00,"Vertex Looks Attractive With New Positive Data, Acquisition Buzz",Long,30.0,7.0
6711, Quad 7 Capital,/article/4089932-trustco-dazzling-regional-bank,TRST,2017-07-24 14:28:00,TrustCo: A Dazzling Regional Bank,Long,30.0,7.0
6712, Motek Moyen,/article/4089929-amazon-needs-improve-b2b-e-commerce-presence,AMZN,2017-07-24 14:18:00,Why Amazon Needs To Improve Its B2B E-Commerce Presence,Long,30.0,7.0
6713, L&F Capital Management,/article/4089914-hasbro-deserves-attention,HAS,2017-07-24 14:12:00,Hasbro Deserves Your Attention,Long,30.0,7.0
6714, Kush Patel,/article/4089926-five-strong-buy-long-run,FIVE,2017-07-24 14:09:00,Five Below Is A Strong Buy In The Long Run,Long,30.0,7.0
6715, Kwan-Chen Ma,/article/4089896-amds-post-earnings-target-prices,AMD,2017-07-24 13:52:00,AMD's Post-Earnings Target Prices,Long,30.0,7.0
6716, Fiscal Voyage,/article/4089918-recent-buy-gilead-sciences,GILD,2017-07-24 13:45:00,Recent Buy: Gilead Sciences,Long,30.0,7.0
6717, Cracks N Fracks,/article/4089917-oasis-middle-north-dakota-25-percent-upside-base,OAS,2017-07-24 13:45:00,Oasis In The Middle Of North Dakota: 25% Upside In Base,Long,30.0,7.0
6718, Beulah Meriam K,/article/4089901-microsofts-office-365-new-windows,MSFT,2017-07-24 13:19:00,Microsoft's Office 365 Is The New Windows,Long,30.0,7.0
6719, Jeff Marston,/article/4089888-first-domino-set-fall-canterbury-parks-ambitious-real-estate-development-plan,CPHC,2017-07-24 13:14:00,The First Domino Is Set To Fall In Canterbury Park's Ambitious Real Estate Development Plan,Long,30.0,7.0
6720, Christopher Yuen,/article/4089880-rite-aid-recovery-play,RAD,2017-07-24 12:54:00,Rite Aid: Recovery Play,Long,30.0,7.0
6721, Siddharth Dalal,/article/4089893-tesla-maintains-strong-market-share-despite-onslaught-competition,TSLA,2017-07-24 12:53:00,Tesla Maintains Strong Market Share Despite Onslaught Of Competition,Long,30.0,7.0
6722, L&F Capital Management,/article/4089873-buy-dip-dicks-sporting-goods,DKS,2017-07-24 12:37:00,Buy The Dip In Dick's Sporting Goods,Long,30.0,7.0
6723, Charles Fournier,/article/4089879-genuine-parts-company-company-suits-investor-profile,GPC,2017-07-24 12:15:00,Genuine Parts Company - This Company Suits My Investor Profile,Long,30.0,7.0
6724, Gaurao Bhade,/article/4089872-abiomed-debt-free-medical-device-stock-strong-buy-2017,ABMD,2017-07-24 12:05:00,Abiomed: This Debt-Free Medical Device Stock Is A Strong Buy In 2017,Long,30.0,7.0
6725, Bob Sharma,/article/4089871-zynerba-pharmaceuticals-run-due-upcoming-key-catalysts-idea-month,ZYNE,2017-07-24 12:03:00,Zynerba Pharmaceuticals Could Run Up Due To Upcoming Key Catalysts: Our Idea Of The Month,Long,30.0,7.0
6726, HiddenValueInvestor,/article/4089869-breakup-general-electric-imminent,GE,2017-07-24 12:01:00,Is A Breakup Of General Electric Imminent?,Long,30.0,7.0
6727, Orthodox Investor,/article/4089868-vale-sa-still-solid-long-term-investment,VALE,2017-07-24 12:00:00,Vale SA: Still A Solid Long-Term Investment,Long,30.0,7.0
6728," Andres Cardenal, CFA",/article/4089859-netflix-booming-revenue-imploding-cash-flows,NFLX,2017-07-24 11:38:00,Netflix: Booming Revenue And Imploding Cash Flows,Long,30.0,7.0
6729, Roman Luzgin,/article/4089858-skyworks-post-earnings-valuation-reveals-solid-upside-potential,SWKS,2017-07-24 11:34:00,Skyworks: Post-Earnings Valuation Reveals Solid Upside Potential,Long,30.0,7.0
6730, Robert Riesen,/article/4089855-ibm-blue-chip-stock-just-went-sale,IBM,2017-07-24 11:27:00,IBM: This Blue-Chip Stock Just Went On Sale,Long,30.0,7.0
6731, Quad 7 Capital,/article/4089847-cal-maine-dire-situation,CALM,2017-07-24 11:13:00,Cal Maine: Dire Situation,Long,30.0,7.0
6732, David Butler,/article/4089846-will-amazon-ruin-wal-marts-business,WMT,2017-07-24 11:08:00,Will Amazon Ruin Wal-Mart's Business?,Long,30.0,7.0
6733, Wappinger Capital Research,/article/4089821-williams-sonoma-get-sale,WSM,2017-07-24 10:19:00,Williams-Sonoma - Get In On This Sale,Long,30.0,7.0
6735, Quad 7 Capital,/article/4089827-halliburton-homerun,HAL,2017-07-24 10:09:00,Halliburton: Homerun,Long,30.0,7.0
6736, Sabra Capital Partners,/article/4089806-time-chipotle-replicate-mcdonalds-playbook,CMG,2017-07-24 09:43:00,Time For Chipotle To Replicate McDonald's Playbook,Long,30.0,7.0
6737," Ben Bortner, CFA",/article/4089818-microsoft-cloud-growth-exceeds-expectations-shares-priced-additional-50-percent-upside,MSFT,2017-07-24 09:41:00,"Microsoft: Cloud Growth Exceeds All Expectations, Shares Priced For Additional 50% Upside",Long,30.0,7.0
6738, Long Player,/article/4089803-buy-laredo-petroleum-obscene-profits,LPI,2017-07-24 09:05:00,Buy Laredo Petroleum For The Obscene Profits,Long,30.0,7.0
6739, Leo Nelissen,/article/4089690-cliffs-generational-breakout-opportunity,CLF,2017-07-24 09:00:00,Cliffs - Generational Breakout Opportunity,Long,30.0,7.0
6740, FIG Ideas,/article/4089793-wells-fargo-aint-alpha,WFC,2017-07-24 08:44:00,Wells Fargo: This Ain't Alpha,Long,30.0,7.0
6741, Silky Oak Capital,/article/4089788-handy-and-harman-takeout-offer-low,HNH,2017-07-24 08:34:00,Handy & Harman Takeout Offer Is Too Low,Long,30.0,7.0
6742, Strong Bio,/article/4089782-paratek-puts-skin-infection-game,PRTK,2017-07-24 08:24:00,Paratek Puts Skin In The Infection Game,Long,30.0,7.0
6743, Saanal Deshpande,/article/4089765-walt-disney-co-dcf-analysis,DIS,2017-07-24 08:19:00,The Walt Disney Co. - A DCF Analysis,Long,30.0,7.0
6744, IP Banking Research,/article/4089772-citigroup-post-ccar-lean-mean-buyback-machine,C,2017-07-24 08:06:00,"Citigroup Post CCAR Is A Lean, Mean, Buyback Machine",Long,30.0,7.0
6745, SIC Investment Research Inc.,/article/4089712-microsoft-q4-2017-valuation-update,MSFT,2017-07-24 07:00:00,Microsoft: Q4 2017 Valuation Update,Long,30.0,7.0
6746, Nicholas D. Rempel,/article/4089744-foot-locker-keeps-getting-better,FL,2017-07-24 06:25:00,Foot Locker Keeps Getting Better,Long,30.0,7.0
6747, Kenra Investors,/article/4089747-alibaba-valuation-stock,BABA,2017-07-24 06:15:00,Alibaba: My Valuation Of The Stock,Long,30.0,7.0
6748, Willow Street Investments,/article/4089688-akamai-ceos-second-million-dollar-share-purchase-inspires-confidence,AKAM,2017-07-24 06:15:00,Akamai: CEO's Second Million-Dollar Share Purchase Inspires Confidence,Long,30.0,7.0
6749, Willow Street Investments,/article/4089612-corning-flying-high-earnings-acquisition,GLW,2017-07-24 06:00:00,Corning: Flying High Into Earnings (With An Acquisition And More),Long,30.0,7.0
6750, Discount Fountain,/article/4089734-keeping-faith-company,CVX,2017-07-24 04:44:00,I Am Keeping The Faith In This Company,Long,30.0,7.0
6751, Long Player,/article/4089691-can-teekay-corporation-rescue-teekay-offshore-partners,TK,2017-07-23 15:10:00,Can Teekay Corporation Rescue Teekay Offshore Partners,Long,29.0,7.0
