Time,Link,Title,Authors,Tickers,Strategy
" May 12, 2017, 10:00 AM ",/article/4072601-asta-funding-inc-management-focused-increasing-shareholder-value,"Asta Funding, Inc: Management Is Focused On Increasing Shareholder Value", Marc Goodson,ASFI,Long
 APTS,/article/4072155-mispriced-preferred-apartment-communities-40-percent-upside,Mispriced Preferred Apartment Communities Has 40% Upside," May 12, 2017, 9:45 AM ",Editors' Pick ,Long
" May 12, 2017, 9:44 AM ",/article/4072591-savaria-5-reasons-buy,Savaria: 5 Reasons To Buy, Stock Market Sherpa,SISXF,Long
" May 12, 2017, 9:17 AM ",/article/4072140-bbx-capitals-last-mile-full-value,BBX Capital's Last Mile To Full Value, LeeFarnam,BBX,Long
" May 12, 2017, 8:53 AM ",/article/4072580-polaris-lifetime-discount,Polaris: A Once In A Lifetime Discount, Kario-Paul Brown,PII,Long
 ALO,/article/4072578-great-news-timmins-gold,Great News From Timmins Gold," May 12, 2017, 8:50 AM ",Editors' Pick ,Long
" May 12, 2017, 8:12 AM ",/article/4072565-black-box-continues-release-cash-balance-sheet,Black Box Continues To Release Cash From Its Balance Sheet, Michael Wiggins De Oliveira,BBOX,Long
" May 12, 2017, 8:05 AM ",/article/4072571-american-international-group-plans-name-duperreault-new-ceo,American International Group Plans To Name Duperreault As New CEO," Gloria Vogel, CFA",AIG,Long
" May 12, 2017, 8:02 AM ",/article/4072563-china-yuchai-still-buy-even-recent-rally,"China Yuchai: Still A Buy, Even After The Recent Rally", Michael Boyd,CYD,Long
" May 12, 2017, 7:54 AM ",/article/4072568-progenics-starting-look-interesting,Progenics Is Starting To Look Interesting Again, ONeil Trader,PGNX,Long
" May 12, 2017, 6:16 AM ",/article/4072547-overwatch-league-activision-blizzards-new-media-leadership,The Overwatch League And Activision Blizzard's New Media Leadership, John Miller,ATVI,Long
" May 12, 2017, 3:24 AM ",/article/4072519-ring-energy-576-percent-cash-flow-explosion,Ring Energy: 576% Cash Flow Explosion, Long Player,REI,Long
 STAR,/article/4072506-istar-shining-star-revealing,iStar - A Shining Star Revealing Itself," May 12, 2017, 2:13 AM ",Editors' Pick ,Long
" May 11, 2017, 8:23 PM ",/article/4072422-methanex-now-time-buy,Methanex: Now Is The Time To Buy, RoaringInvestor,MEOH,Long
" May 11, 2017, 7:05 PM ",/article/4072408-check-point-software-technologies-post-earnings-valuation,Check Point Software Technologies: Post-Earnings Valuation, HF Analyst,CHKP,Long
" May 11, 2017, 5:28 PM ",/article/4072379-nike-remains-top-athletic-company,Nike Remains Top Athletic Company, Alexas Fonseca,NKE,Long
" May 11, 2017, 5:15 PM ",/article/4072352-keytruda-gets-hot-propels-merck-analysis,Keytruda Gets Hot And Propels Merck: Analysis, DoctoRx,MRK,Long
" May 11, 2017, 4:38 PM ",/article/4072347-amazons-q1-sticking-stock,Amazon's Q1: I'm Sticking With The Stock, Steven Mallas,AMZN,Long
" May 11, 2017, 4:23 PM ",/article/4072332-lenovo-group-turning-corner,Lenovo Group Is Turning A Corner, Mary Jane Fountain,"LNVGY, LNVGF",Long
" May 11, 2017, 3:57 PM ",/article/4072323-assurant-quality-insurer-waivering-path,Assurant: Quality Insurer Not Waivering From The Path, Michael Boyd,AIZ,Long
" May 11, 2017, 3:48 PM ",/article/4072293-fossil-buy-dip,Fossil: Buy The Dip, L&F Capital Management,FOSL,Long
" May 11, 2017, 3:34 PM ",/article/4072309-will-win-matter-verizon,Will This Win Matter For Verizon?, Orthodox Investor,VZ,Long
" May 11, 2017, 3:15 PM ",/article/4072280-iconix-evaluation-big-peanuts-sale-earnings-call,"Iconix: Evaluation Of The Big Peanuts Sale, Earnings Call And More", Upside Research,ICON,Long
" May 11, 2017, 2:54 PM ",/article/4072269-biodelivery-sciences-2-biopharma-stock-cusp-turnaround,BioDelivery Sciences: ~$2 Biopharma Stock On The Cusp Of A Turnaround, Bret Jensen,BDSI,Long
" May 11, 2017, 2:28 PM ",/article/4072272-gnc-investment-case-remains-strong,GNC: The Investment Case Remains Strong, Marius Swart,GNC,Long
" May 11, 2017, 2:11 PM ",/article/4072263-prospect-capital-unacceptable,Prospect Capital: Unacceptable, Quad 7 Capital,PSEC,Long
" May 11, 2017, 2:10 PM ",/article/4072262-cheese-keeps-moving-disney,The Cheese Keeps Moving At Disney, David J. Waldron,DIS,Long
" May 11, 2017, 1:15 PM ",/article/4072225-sanchez-energy-making-call-bottom-homerun,"Sanchez Energy: Making The Call, The Bottom Is In; A Homerun From Here", Forge River Research,SN,Long
" May 11, 2017, 12:36 PM ",/article/4072205-celgene-fears-revlimid-create-buying-opportunity,Celgene: Fears Over Revlimid Create A Buying Opportunity, Hudson River Capital Research,CELG,Long
" May 11, 2017, 12:23 PM ",/article/4072215-apple-scenario-analysis-earnings-valuations,Apple: Scenario Analysis Of Earnings And Valuations, HF Analyst,AAPL,Long
" May 11, 2017, 12:05 PM ",/article/4072189-innovative-food-holdings-positives-outweigh-negatives,Innovative Food Holdings: The Positives Outweigh The Negatives, Value On The Street,IVFH,Long
" May 11, 2017, 11:37 AM ",/article/4072191-quietly-bgc-beat-goes,"Quietly, The BGC Beat Goes On", Justin Polce,BGCP,Long
" May 11, 2017, 11:19 AM ",/article/4072184-boeing-737-max-grounded-worries,Boeing 737 MAX Grounded: No Worries, Dhierin Bechai,BA,Long
 CRCCY,/article/4072173-crrc-corp-monopoly-growing-railway-market,CRRC Corp.: A Monopoly In The Growing Railway Market," May 11, 2017, 10:47 AM ",Editors' Pick ,Long
" May 11, 2017, 10:42 AM ",/article/4072163-shopify-shares-go-parabolic-continue,"Shopify Shares Go Parabolic, This Cannot Continue", Shareholders Unite,SHOP,Long
" May 11, 2017, 10:28 AM ",/article/4072169-oreilly-automotive-worth-watch,O'Reilly Automotive: Worth The Watch, Samuel Smith,ORLY,Long
" May 11, 2017, 10:25 AM ",/article/4072158-valeant-6-months-later,Valeant: 6 Months Later, Michael Wiggins De Oliveira,VRX,Long
" May 11, 2017, 10:14 AM ",/article/4072164-general-motors-good-long-term-investment,General Motors: A Good Long-Term Investment, Searching For Value,GM,Long
 CBB,/article/4072162-cincinnati-bells-q1-good-enough-stay-long,Cincinnati Bell's Q1 Good Enough To Stay Long," May 11, 2017, 10:10 AM ",Editors' Pick ,Long
" May 11, 2017, 10:10 AM ",/article/4072149-general-electric-trade,General Electric Is Not A Trade, WG Investment Research,GE,Long
 BCOR,/article/4072159-blucora-strong-quarter-erases-past,Blucora: A Strong Quarter Erases The Past," May 11, 2017, 9:56 AM ",Editors' Pick ,Long
" May 11, 2017, 9:56 AM ",/article/4072143-best-play-canadian-retail,The Best Play In Canadian Retail?, RoaringInvestor,LBLCF,Long
" May 11, 2017, 9:38 AM ",/article/4072147-applied-optoelectronics-worth-hype,Applied Optoelectronics: Worth The Hype?, Stock Hitter,AAOI,Long
 PCO,/article/4071630-pendrell-cash-net-net-upcoming-catalyst,Pendrell Is A Cash Net-Net With An Upcoming Catalyst," May 11, 2017, 9:31 AM ",Editors' Pick ,Long
" May 11, 2017, 9:22 AM ",/article/4072126-versum-materials-post-spin,Versum Materials Post Spin-Off, Eric Nickolaison,VSM,Long
" May 11, 2017, 8:58 AM ",/article/4072129-penn-west-clear-buy,Penn West: Clear Buy, Brandon Dempster,OBE,Long
" May 11, 2017, 8:56 AM ",/article/4072127-gear-energy-q1-earnings-analysis,Gear Energy Q1 Earnings Analysis, HFIR,GENGF,Long
" May 11, 2017, 8:46 AM ",/article/4072123-mosaic-great-value-post-earnings-selloff,Mosaic: Great Value Again After Post-Earnings Selloff, Geoffrey Caveney,MOS,Long
" May 11, 2017, 8:34 AM ",/article/4072114-lexicon-pharmaceuticals-xermelo-strong-start-important-pipeline-catalysts-coming,"Lexicon Pharmaceuticals: Xermelo Off To A Strong Start, Important Pipeline Catalysts Coming Up", ONeil Trader,LXRX,Long
" May 11, 2017, 8:29 AM ",/article/4072106-8-percent-granite-oil-management-still-guiding-towards-slow-growth,8% Granite Oil: Management Still Guiding Towards Slow Growth, Long Player,GXOCF,Long
" FNMA, FMCC",/article/4072102-freddie-mac-paid-back-fannie-mae-way,Freddie Mac Has Paid It Back And Fannie Mae Is On Its Way," May 11, 2017, 8:28 AM ",Editors' Pick ,Long
" May 11, 2017, 8:23 AM ",/article/4072110-supervalu-beaten-wholesaler-cheap,SuperValu: Beaten-Down Wholesaler Is Too Cheap, Michael Boyd,SVU,Long
" May 11, 2017, 8:12 AM ",/article/4072108-busted-cemetery-business-lots-red-flags-confusing-accounting-trading-14-percent-yield,"Busted Cemetery Business With Lots Of Red Flags, Confusing Accounting, Trading At 14% Yield", Grey Owl Capital,STON,Long
 TTMMF,/article/4071588-digital-telecommunications-infrastructure-fund-long-term-contracts-underpin-dividend,Digital Telecommunications Infrastructure Fund: Long-Term Contracts Underpin Dividend Stability," May 11, 2017, 8:10 AM ",Editors' Pick ,Long
" May 11, 2017, 5:13 AM ",/article/4072075-kroger-vs-whole-foods-stock-sale,Kroger Vs. Whole Foods: Which Stock Is On Sale?, Robert Riesen,"KR, AMZN",Long
" May 11, 2017, 4:55 AM ",/article/4072070-fireeye-soars-43_9-percent-2-months,FireEye Soars 43.9% In 2 Months, The Structure Of Price,FEYE,Long
" May 11, 2017, 4:18 AM ",/article/4072062-kroger-simple-truth,Kroger: The Simple Truth, Healthy Wealth Coach,KR,Long
" May 11, 2017, 4:05 AM ",/article/4072058-transocean-slick-investment-oil-slick,Transocean - Slick Investment Or Oil Slick?, Steve Auger,RIG,Long
" May 11, 2017, 3:40 AM ",/article/4072055-home-depot-becomes-plan-b,Home Depot Becomes Plan B, Douglas Adams,HD,Long
" May 11, 2017, 1:25 AM ",/article/4072032-masimo-terrific-company-stock-fully-valued,"Masimo Is A Terrific Company, But The Stock Is Fully Valued", Shareholders Unite,MASI,Long
" May 10, 2017, 11:26 PM ",/article/4072013-nvidia-unleashes-volta,Nvidia Unleashes Volta, Mark Hibben,NVDA,Long
" May 10, 2017, 10:32 PM ",/article/4071967-nvidias-q1-earnings-20-gap,Nvidia's Q1 Earnings: A $20 Gap, Damon Verial,NVDA,Long
" May 10, 2017, 6:20 PM ",/article/4071917-cbs-corporation-post-earnings-analysis,CBS Corporation: Post-Earnings Analysis, HF Analyst,CBS,Long
" May 10, 2017, 6:01 PM ",/article/4071910-first-solars-turnaround-looks-good,First Solar's Turnaround Looks Good, Searching For Value,FSLR,Long
 ATVI,/article/4071881-word-wall-street-activision-blizzard-gaming-worth-watching,Word On Wall Street: Activision Blizzard Gaming Is Worth Watching," May 10, 2017, 4:40 PM ",Editors' Pick ,Long
" May 10, 2017, 4:30 PM ",/article/4071859-apple-avoid-20-percent-downside,Apple: Avoid The 20% Downside, Damon Verial,AAPL,Long
" May 10, 2017, 4:10 PM ",/article/4071840-cheniere-energy-opportunity-buy,Cheniere Energy: An Opportunity To Buy More?, Orthodox Investor,LNG,Long
" May 10, 2017, 4:08 PM ",/article/4071839-cabot-oil-and-gas-awesome-q1-150-percent-dividend-increase-guidance-raised-shares-go,"Cabot Oil & Gas: An Awesome Q1, A 150% Dividend Increase, Guidance Raised, And Shares Go Down?", Michael Fitzsimmons,COG,Long
" May 10, 2017, 3:50 PM ",/article/4071827-u-s-steel-trumps-empty-trophy-case,U.S. Steel - Trump's Empty Trophy Case, Robert McElwee,X,Long
 MDAHF,/article/4071259-midas-holdings-current-valuation-justice-diversification-efforts-long-term-growth-potential,Midas Holdings: Current Valuation Does Not Do Justice To Diversification Efforts And Long-Term Growth Potential," May 10, 2017, 3:42 PM ",Editors' Pick ,Long
" May 10, 2017, 3:21 PM ",/article/4071829-ford-bye-bye-mr-fields,Ford: Bye Bye Mr. Fields, Alessandro Pasetti,F,Long
" May 10, 2017, 3:14 PM ",/article/4071824-solaredge-great-strides-first-quarter-results,SolarEdge: Great Strides After First Quarter Results, DTF Capital,SEDG,Long
" May 10, 2017, 2:43 PM ",/article/4071781-synergy-pharmaceuticals-overlooked-4-biopharma-stock,Synergy Pharmaceuticals: An Overlooked $4 Biopharma Stock, Bret Jensen,SGYP,Long
" May 10, 2017, 2:14 PM ",/article/4071739-amazon-scenario-analysis-earnings-valuations,Amazon: Scenario Analysis Of Earnings And Valuations, HF Analyst,AMZN,Long
" May 10, 2017, 2:12 PM ",/article/4071776-alexion-pharmaceuticals-upward-trajectory-high-can-shares-go,Alexion Pharmaceuticals' Upward Trajectory: How High Can Shares Go?, Gaurao Bhade,ALXN,Long
" May 10, 2017, 2:00 PM ",/article/4071759-recap-synergy-pharmaceuticals-digestive-disease-week-conference-ironwoods-beginning-end,Recap Of Synergy Pharmaceuticals After Digestive Disease Week Conference: Ironwood's Beginning Of The End, Life Sciences Millennial,SGYP,Long
" May 10, 2017, 1:51 PM ",/article/4071748-valeant-market-spoken,Valeant: The Market Has Spoken, Andrew McElroy,VRX,Long
" May 10, 2017, 1:45 PM ",/article/4071743-buffalo-wild-wings-inc-marcatos-mick-mcguire-shaking-tree-productive-end,"Buffalo Wild Wings, Inc. - Marcato's Mick McGuire Is Shaking The Tree - Productive In The End", Roger Lipton,BWLD,Long
" May 10, 2017, 1:13 PM ",/article/4071708-ubiquiti-salmon-feast-bears-contemplating,Ubiquiti - Not The Salmon Feast The Bears Are Contemplating, Bert Hochfeld,UBNT,Long
" May 10, 2017, 12:33 PM ",/article/4071677-rci-hospitality-long-awaited-deal,RCI Hospitality: A Long Awaited Deal, Detroit Bear,RICK,Long
" May 10, 2017, 11:44 AM ",/article/4071671-21st-century-fox-good-time-buy,21st Century Fox: Good Time To Buy, Artur Shubaev,FOX,Long
" May 10, 2017, 11:42 AM ",/article/4071670-apple-defending-tim-cook,Apple: Defending Tim Cook, Bill Maurer,AAPL,Long
" May 10, 2017, 11:29 AM ",/article/4071651-amd-buy-news,AMD: Buy The News, Damon Verial,AMD,Long
 SEMFF,/article/4071089-semafo-absolute-bargain,SEMAFO Is An Absolute Bargain," May 10, 2017, 11:22 AM ",Editors' Pick ,Long
" May 10, 2017, 11:20 AM ",/article/4071663-international-flavors-and-fragrances-smells-good-substantial-dips,International Flavors & Fragrances Smells Good On Substantial Dips, The Value Investor,IFF,Long
" May 10, 2017, 11:10 AM ",/article/4071649-bristol-myers-squibb-deep-dive-finds-pearls,Bristol-Myers Squibb: A Deep Dive Finds Some Pearls, DoctoRx,BMY,Long
" May 10, 2017, 10:57 AM ",/article/4071642-fossil-looking-great,Fossil: It Is Not Looking Great, Michael Wiggins De Oliveira,FOSL,Long
" May 10, 2017, 10:23 AM ",/article/4071639-valuing-first-solar-updated-analysis-following-q1-fy17-results,Valuing First Solar - An Updated Analysis Following Q1 FY17 Results, ValuEye Research,FSLR,Long
" May 10, 2017, 9:20 AM ",/article/4071625-gra-y-montero-big-upside-survives,Graña Y Montero: Big Upside If It Survives, Ian Bezek,GRAM,Long
" May 10, 2017, 9:17 AM ",/article/4071603-catalysts-citi-well-positioned-2017,Catalysts For Citi: Well Positioned For 2017, Arjun Naik,C,Long
" May 10, 2017, 8:55 AM ",/article/4071608-clean-teq-friedlands-nickel-cobalt-scandium-gem,Clean TeQ: Friedland's Nickel-Cobalt-Scandium Gem, Sebastien Gandon,CTEQF,Long
" May 10, 2017, 8:39 AM ",/article/4071598-murphy-oil-increased-position-50-percent,Murphy Oil: Why We Increased Our Position By 50%, Celeritas Investments,MUR,Long
" May 10, 2017, 8:08 AM ",/article/4071587-altisource-portfolio-solutions-ocwens-history-adding-value-nrz-rmbs-bond-investors-presents,Altisource Portfolio Solutions: Ocwen's History Of Adding Value To NRZ And RMBS Bond Investors Presents Buy Opportunity, John Devaney,ASPS,Long
" May 10, 2017, 7:05 AM ",/article/4071568-ignoring-noise-kroger,Ignoring The Noise On Kroger, Harshal Patel,KR,Long
" May 10, 2017, 7:01 AM ",/article/4071556-buy-energy-transfer-partners-late,Buy Energy Transfer Partners Before It's Too Late, Brandon Dempster,ETP,Long
" May 10, 2017, 5:47 AM ",/article/4071539-gold-stock-buy,This Gold Stock Is A Buy, John Manfreda,WDOFF,Long
" May 10, 2017, 2:53 AM ",/article/4071515-future-arrived-eog-resources,The Future Has Arrived For EOG Resources, Gary Bourgeault,EOG,Long
" May 10, 2017, 2:10 AM ",/article/4071499-big-blue-sky-falling,Is The Big Blue Sky Falling?, Thomas Pangia,IBM,Long
" May 10, 2017, 12:16 AM ",/article/4071479-mcdonalds-just-start,McDonald's: This Is Just The Start, Orthodox Investor,MCD,Long
" May 9, 2017, 7:19 PM ",/article/4071357-nvidia-blows-market-away,Nvidia Blows The Market Away, Kumquat Research,NVDA,Long
" May 9, 2017, 6:26 PM ",/article/4071336-vistra-energy-low-leverage-electric-company-large-free-cash-flow,Vistra Energy: Low-Leverage Electric Company With Large Free Cash Flow," Korr Acquisitions Group, Inc",VST,Long
" May 9, 2017, 5:34 PM ",/article/4071311-american-express-lost-steam-growth,American Express Has Lost Its Steam Of Growth, Isaac Tang,AXP,Long
" May 9, 2017, 5:05 PM ",/article/4071313-sparking-novartis-shares-spring,What Is Sparking Novartis Shares This Spring?, Strong Bio,NVS,Long
" May 9, 2017, 4:19 PM ",/article/4071264-aimmune-therapeutics-dbv-technologies-room,Aimmune Therapeutics And DBV Technologies: Room For Both, Biotech Beast,"AIMT, DBVT",Long
 DBD,/article/4070776-diebold-nixdorf-will-merger-revitalize-company,Diebold Nixdorf: Will The Merger Revitalize The Company?," May 9, 2017, 4:08 PM ",Editors' Pick ,Long
" May 9, 2017, 3:59 PM ",/article/4071275-rye-patch-gold-value-synergy,Rye Patch Gold: The Value Of Synergy, Gold Panda,RPMGF,Long
" May 9, 2017, 3:55 PM ",/article/4071270-ship-finance-international-ltd-exposure-offshore-drilling-market,Ship Finance International Ltd.: Its Exposure To The Offshore Drilling Market, Tudor Invest Holdings,SDRL,Long
 LQDT,/article/4070762-liquidity-services-hidden-growth-comes-surface,Liquidity Services: Hidden Growth Comes To The Surface," May 9, 2017, 3:32 PM ",Editors' Pick ,Long
 CBJC,/article/4070752-capital-bank-safe-bank-merger-25-percent-annualized-return,Capital Bank: A Safe Bank Merger With 25% Annualized Return," May 9, 2017, 3:25 PM ",Editors' Pick ,Long
" May 9, 2017, 3:18 PM ",/article/4071236-nautilus-primed-growth-second-half,Nautilus: Primed For Growth In The Second Half," Joshua Hudson, CFA",NLS,Long
" May 9, 2017, 3:04 PM ",/article/4071222-boeing-777x-every-kilogram-matters,Boeing 777X: Every Kilogram Matters, Dhierin Bechai,BA,Long
" May 9, 2017, 3:01 PM ",/article/4071219-celldex-therapeutics-nobody-expects-spanish-inquisition,Celldex Therapeutics: Nobody Expects The Spanish Inquisition, Andrea Poloni,CLDX,Long
" May 9, 2017, 2:54 PM ",/article/4071210-tesla-musk-company-leadership-parallels,"Tesla, Musk, And Company Leadership Parallels", Income Machine,TSLA,Long
" May 9, 2017, 2:46 PM ",/article/4071206-zynga-heading-higher,Zynga: Heading Higher, Stone Fox Capital,ZNGA,Long
 MCRN,/article/4070722-milacron-waiting-recovery-take-hold,Milacron Waiting For Its Recovery To Take Hold," May 9, 2017, 2:30 PM ",Editors' Pick ,Long
" May 9, 2017, 2:17 PM ",/article/4071177-advanced-micro-devices-20-percent-upside,Advanced Micro Devices: 20% Upside, Achilles Research,AMD,Long
" May 9, 2017, 2:16 PM ",/article/4071192-tesla-leapfrogs-self-driving-competitors-radar-better-lidar,Tesla Leapfrogs Self-Driving Competitors With Radar That's Better Than Lidar, Trent Eady,TSLA,Long
" May 9, 2017, 1:42 PM ",/article/4071176-kroger-best-retail-grocery-stocks,Kroger: Best Of The Retail Grocery Stocks, Robert Riesen,KR,Long
" May 9, 2017, 1:36 PM ",/article/4071172-mtn-will-deliver-investors-least-85-percent-upside-next-12-months,MTN Will Deliver Investors At Least 85% Upside Over The Next 12 Months, Olukayode Jinadu,MTNOY,Long
" May 9, 2017, 1:26 PM ",/article/4071144-big-news-oasis-petroleum,Big News From Oasis Petroleum, Daniel Jones,OAS,Long
" May 9, 2017, 1:15 PM ",/article/4071139-office-depot-continues-emphasize-cutting-costs,Office Depot Continues To Emphasize Cutting Costs, Michael Wiggins De Oliveira,ODP,Long
" May 9, 2017, 1:07 PM ",/article/4071135-tesla-buy-stock-car,Tesla: Buy The Stock Not The Car, Raffi Balyozyan,TSLA,Long
 BREW,/article/4071150-craft-brew-alliance-staying-long-q1-improvements,Craft Brew Alliance: Staying Long After Q1 Improvements," May 9, 2017, 1:03 PM ",Editors' Pick ,Long
" May 9, 2017, 12:44 PM ",/article/4071120-southwest-airlines,Where Is Southwest Airlines?, Marshall Thomas,LUV,Long
" May 9, 2017, 12:44 PM ",/article/4071119-apple-let-price-talking,Apple: Let Price Do The Talking, Taylor Dart,AAPL,Long
" May 9, 2017, 12:39 PM ",/article/4071117-tourmaline-record-gas-profits,Tourmaline: Record Gas Profits, Long Player,TRMLF,Long
" May 9, 2017, 12:37 PM ",/article/4071115-novavax-earnings-call-review-assessment-multi-arm-rsv-trial,Novavax: Earnings Call Review And Assessment Of The Multi-Arm RSV Trial, Upside Research,NVAX,Long
" May 9, 2017, 12:37 PM ",/article/4071137-one-wants-hear-geron-stake-spinal-cord-injury,"No One Wants To Hear It, But Geron Has A Stake In Spinal Cord Injury Again", Zach Hartman,GERN,Long
" May 9, 2017, 12:06 PM ",/article/4071096-sears-hometown-outlet-stores-doomed,Is Sears Hometown And Outlet Stores Doomed?, Evan Bleker,SHOS,Long
" May 9, 2017, 12:05 PM ",/article/4071112-nvidia-go,Where Does Nvidia Go From Here?, Kwan-Chen Ma,NVDA,Long
" May 9, 2017, 12:02 PM ",/article/4071094-showtime-nektar-therapeutics,Showtime For Nektar Therapeutics, Looking For Diogenes,NKTR,Long
" May 9, 2017, 11:50 AM ",/article/4071108-tesla-improving-margins-expanding-markets,Tesla: Improving Margins And Expanding Markets," Michael Davies, CFA",TSLA,Long
" May 9, 2017, 11:38 AM ",/article/4071085-mitsubishi-ufj-quintessential-megabank-good-price-now,Mitsubishi UFJ: The Quintessential Megabank At A Good Price... For Now, The First Mover,MTU,Long
 AAOI,/article/4071095-applied-optoelectronics-top-idea-solid-fundamental-momentum-stock-remains-undervalued-raising,"Applied Optoelectronics: Top Idea - Solid Fundamental Momentum, Stock Remains Undervalued - Raising Target To $105"," May 9, 2017, 11:34 AM ",Editors' Pick ,Long
" May 9, 2017, 11:30 AM ",/article/4071092-valuing-ja-solar-easy-1minus-2minus-3,Valuing JA Solar Is As Easy As 1-2-3, Ulfred Wong,JASO,Long
 LAYN,/article/4070603-layne-christensen-decent-execution-means-big-upside,Layne Christensen: Decent Execution Means Big Upside," May 9, 2017, 10:25 AM ",Editors' Pick ,Long
" May 9, 2017, 9:59 AM ",/article/4071045-intact-financial-great-growth-potential-u-s-specialty-insurance-market-onebeacon-acquisition,Intact Financial - Great Growth Potential In The U.S. Specialty Insurance Market With OneBeacon Acquisition, Charles Fournier,IFCZF,Long
" May 9, 2017, 9:58 AM ",/article/4071049-ubiquiti-networks-taking-corporate-consumer-markets,Ubiquiti Networks: Taking On Corporate And Consumer Markets, Shareholders Unite,UBNT,Long
" May 9, 2017, 9:19 AM ",/article/4071027-independent-news-media-plc-still-undervalued-making-progress,Independent News And Media Plc - Still Undervalued And Making Progress, Philip Ryan,INNZF,Long
" May 9, 2017, 9:03 AM ",/article/4071036-let-astrazenecas-oncology-program-slip-past-watchlist,Don't Let AstraZeneca's Oncology Program Slip Past Your Watchlist, Strong Bio,AZN,Long
 ACU,/article/4070561-acme-united-still-looks-attractive,Acme United Still Looks Attractive," May 9, 2017, 8:46 AM ",Editors' Pick ,Long
" May 9, 2017, 8:30 AM ",/article/4071009-fannie-freddie-net-worth-sweep-fhfas-next-big-problem-delaware-law,Fannie And Freddie: The Net Worth Sweep And FHFA's Next Big Problem With Delaware Law, Rule of Law Guy,"FNMA, FMCC",Long
" May 9, 2017, 8:27 AM ",/article/4071008-rockwell-collins-solid-company-solid-future,Rockwell Collins - A Solid Company With A Solid Future, Sanjit Deepalam,COL,Long
" May 9, 2017, 8:15 AM ",/article/4071002-alexions-risk-reward-compelling,Alexion's Risk/Reward Is Compelling, HealthBlogger,ALXN,Long
" May 9, 2017, 8:14 AM ",/article/4071001-3d-systems-finds-sweet-spot-supply-demand,3D Systems Finds Itself In The Sweet Spot Between Supply And Demand, James Brumley,DDD,Long
" May 9, 2017, 8:14 AM ",/article/4070986-seritage-growth-properties-short-squeeze-near-term,Seritage Growth Properties Could Have A Short Squeeze In The Near Term, Michael Wiggins De Oliveira,SRG,Long
" May 9, 2017, 8:08 AM ",/article/4070983-armour-righting-ship,Under Armour: Righting The Ship," Brian Gilmartin, CFA",UAA,Long
" May 9, 2017, 7:52 AM ",/article/4070990-tyson-buy-long-term-capital-dividend-appreciation-potential-following-short-term-hiccups,Tyson: Buy For Long-Term Capital And Dividend Appreciation Potential Following Short-Term Hiccups, ALT Perspective,TSN,Long
" May 9, 2017, 7:15 AM ",/article/4070950-gains-q1-mccormicks-bull-case-still-holds,"After Gains And Q1, McCormick's Bull Case Still Holds", Vince Martin,MKC,Long
" PTCAY, PTPIF",/article/4070514-chandra-asri-top-petrochemical-producer-fast-growing-yet-undersupplied-indonesia,Chandra Asri: Top Petrochemical Producer In Fast-Growing Yet Undersupplied Indonesia," May 9, 2017, 7:10 AM ",Editors' Pick ,Long
" May 9, 2017, 7:09 AM ",/article/4070839-blackberrys-new-pillar-success-looking-strong,BlackBerry's New Pillar Of Success Is Looking Strong, Business Quant,BB,Long
" May 9, 2017, 6:03 AM ",/article/4070971-asanko-gold-company-well-share-price-will-follow,"Asanko Gold: The Company Is Doing Well, The Share Price Will Follow", Peter Arendas,AKG,Long
" May 9, 2017, 5:45 AM ",/article/4070628-halyard-health-post-earnings-sell-buying-opportunity,Halyard Health: Post Earnings Sell-Off Is A Buying Opportunity, Willow Street Investments,HYH,Long
" May 9, 2017, 4:18 AM ",/article/4070955-gold-resource-corp-etf-changes-create-buying-opportunity,Gold Resource Corp.: ETF Changes Create Buying Opportunity, Amit Ghate,GORO,Long
" May 9, 2017, 2:48 AM ",/article/4070938-deep-value-opportunity-patient-investors,Deep Value Opportunity For Patient Investors, ShadowStock,PCO,Long
" May 9, 2017, 12:33 AM ",/article/4070913-microsofts-me-too-smart-speaker,Microsoft's 'Me Too' Smart Speaker, Mark Hibben,MSFT,Long
" May 9, 2017, 12:13 AM ",/article/4070908-amc-looking-strong-earnings,AMC: Looking Strong After Earnings, Austin Lee,AMC,Long
" May 8, 2017, 11:00 PM ",/article/4070889-made-switch-nintendo,Have You Made The Switch To Nintendo?, Alexas Fonseca,NTDOY,Long
" May 8, 2017, 9:36 PM ",/article/4070859-timmins-gold-sum-parts,Timmins Gold: The Sum Of Its Parts, Taylor Dart,ALO,Long
" May 8, 2017, 9:27 PM ",/article/4070866-dxc-technology-undervalued-margin-growth-opportunity,DXC Technology: Undervalued Margin Growth Opportunity, Elenchus Capital Management,DXC,Long
" May 8, 2017, 9:17 PM ",/article/4070862-federal-signal-tbei-deal-looks-solid,Federal Signal - TBEI Deal Looks Very Solid, The Value Investor,FSS,Long
" May 8, 2017, 8:34 PM ",/article/4070847-kinder-morgan-go,Kinder Morgan: Here We Go, Brandon Dempster,KMI,Long
" May 8, 2017, 6:47 PM ",/article/4070837-small-private-company-disrupting-industrial-ar-market,The Small Private Company That Is Disrupting The Industrial AR Market, Derrick Zierler,KOPN,Long
" May 8, 2017, 6:43 PM ",/article/4070836-amazons-retail-swiss-army-knife,Amazon's Retail Swiss Army Knife, Karen Webster,AMZN,Long
" May 8, 2017, 4:28 PM ",/article/4070785-mty-food-group-canadas-fast-food-giant-coming-state-near,MTY Food Group: Canada's Fast Food Giant Coming To A State Near You, Larry Botsikos,MTYFF,Long
