Authors,Date,Link,Tickers,Title,Strategy
 Sarfaraz A. Khan," Jul. 22, 2015, 5:51 PM ",/article/3347725-halliburton-is-defying-expectations-in-the-current-downturn,HAL,Halliburton Is Defying Expectations In The Current Downturn,Long
 Fourth Wall Research," Jul. 22, 2015, 5:49 PM ",/article/3347695-mednax-has-room-to-run,MD,Mednax Has Room To Run,Long
 Harsh Singh Chauhan," Jul. 22, 2015, 5:43 PM ",/article/3343655-atwood-oceanics-why-investors-should-buy-the-drop,ATW,Atwood Oceanics - Why Investors Should Buy The Drop,Long
 Dallas Salazar," Jul. 22, 2015, 5:38 PM ",/article/3347635-microsoft-send-slack-and-power-bi,MSFT,"Microsoft: Send, Slack, And Power BI",Long
 Alexander Valtsev," Jul. 22, 2015, 5:35 PM ",/article/3343605-ubisoft-a-buy-in-2-scenarios-out-of-3,"UBSFY, UBSFF",Ubisoft A Buy In 2 Scenarios Out Of 3,Long
 Harsh Singh Chauhan," Jul. 22, 2015, 5:28 PM ",/article/3343565-why-investors-should-consider-buying-the-drop-in-hi-crush-partners,HCLP,Why Investors Should Consider Buying The Drop In Hi-Crush Partners,Long
 L&F Capital Management," Jul. 22, 2015, 4:14 PM ",/article/3347405-travelzoo-looks-like-good-value-here,TZOO,Travelzoo: Looks Like Good Value Here,Long
 Orange Peel Investments," Jul. 22, 2015, 4:13 PM ",/article/3347395-blackberry-makes-another-common-sense-acquisition,BB,BlackBerry Makes Another Common Sense Acquisition,Long
 Alex Gennaro," Jul. 22, 2015, 4:10 PM ",/article/3347375-kinder-morgan-the-time-to-buy-is-now,KMI,Kinder Morgan - The Time To Buy Is Now,Long
 Steve Guenette," Jul. 22, 2015, 3:59 PM ",/article/3343175-synaptics-a-buy-on-this-fear-driven-pullback,SYNA,Synaptics: A Buy On This Fear-Driven Pullback,Long
 Daniel Carlson," Jul. 22, 2015, 3:47 PM ",/article/3343125-accelerize-expanding-market-rapid-sales-growth-piece-of-cake,ACLZ,Accelerize: Expanding Market? Rapid Sales Growth? Piece Of 'CAKE',Long
 Darryl Date-Shappard," Jul. 22, 2015, 3:38 PM ",/article/3347265-mcdonalds-improving-china-sales-a-relief-for-sagging-u-s-business,MCD,McDonald's: Improving China Sales A Relief For Sagging U.S. Business,Long
 Russ Fischer," Jul. 22, 2015, 3:33 PM ",/article/3343075-how-the-intel-acquisition-of-altera-affects-taiwan-semiconductor,"INTC, TSM",How The Intel Acquisition Of Altera Affects Taiwan Semiconductor,Long
" Jul. 22, 2015, 3:29 PM "," LUV, WJAVF",/article/3347175-a-tale-of-2-airlines-westjet-and-southwest-airlines-part-1,Editors' Pick ,"A Tale Of 2 Airlines: WestJet And Southwest Airlines, Part 1",Long
 Activist Stocks," Jul. 22, 2015, 3:28 PM ",/article/3347165-famous-daves-is-an-activist-magnet,DAVE,Famous Dave's Is An Activist Magnet,Long
 Orange Peel Investments," Jul. 22, 2015, 2:51 PM ",/article/3346925-ford-proof-that-fminus-150-demand-is-still-robust,F,Ford: Proof That F-150 Demand Is Still Robust,Long
 Gary Bourgeault," Jul. 22, 2015, 2:37 PM ",/article/3346865-how-vulnerable-is-amazon-to-a-new-attack-on-prime-from-jet-com,AMZN,How Vulnerable Is Amazon To A New Attack On 'Prime' From Jet.com?,Long
 Daniel Jones," Jul. 22, 2015, 2:24 PM ",/article/3342765-an-open-letter-to-breitburn-energy-partners,BBEPQ,An Open Letter To Breitburn Energy Partners,Long
 Opportunity Hunter," Jul. 22, 2015, 1:38 PM ",/article/3342555-why-apple-google-facebook-alibaba-or-american-express-will-acquire-paypal,PYPL,"Why Apple, Google, Facebook, Alibaba Or American Express Will Acquire PayPal",Long
 Michael Battat," Jul. 22, 2015, 1:29 PM ",/article/3342455-is-mobileyes-run-in-its-early-innings,MBLY,Is Mobileye's Run In Its Early Innings?,Long
 Harsh Singh Chauhan," Jul. 22, 2015, 1:25 PM ",/article/3342435-fortuna-silver-mines-why-this-mining-stock-is-a-value-play,FSM,Fortuna Silver Mines: Why This Mining Stock Is A Value Play,Long
 Nicholas Bodnar," Jul. 22, 2015, 1:24 PM ",/article/3342425-valero-energy-is-a-solid-play-in-the-energy-industry,VLO,Valero Energy Is A Solid Play In The Energy Industry,Long
 Value Ideas," Jul. 22, 2015, 1:20 PM ",/article/3342375-nissans-north-american-growth-makes-it-an-enticing-investment,"NSANY, NSANF",Nissan's North American Growth Makes It An Enticing Investment,Long
 Simple Investment Ideas," Jul. 22, 2015, 1:11 PM ",/article/3346395-solarcitys-manufacturing-plans-are-being-underestimated,TSLA,SolarCity's Manufacturing Plans Are Being Underestimated,Long
 Bram de Haas," Jul. 22, 2015, 1:09 PM ",/article/3346385-google-the-wider-the-discount-of-c-shares-the-more-i-prefer-them,"GOOG, GOOGL",Google: The Wider The Discount Of C-Shares The More I Prefer Them,Long
 Daniel Radakovich," Jul. 22, 2015, 12:54 PM ",/article/3346315-posco-the-great-the-path-to-reclaim-greatness,PKX,POSCO The Great: The Path To Reclaim Greatness,Long
 Brian Nichols," Jul. 22, 2015, 12:47 PM ",/article/3346295-more-proof-that-aws-will-struggle-in-amazon-coms-earnings-report-tomorrow,AMZN,More Proof That AWS Will Struggle In Amazon.com's Earnings Report Tomorrow,Long
 The Investment Doctor," Jul. 22, 2015, 12:27 PM ",/article/3342195-looking-for-long-term-value-at-united-technologies,UTX,Looking For Long-Term Value At United Technologies,Long
 WestEnd511," Jul. 22, 2015, 12:23 PM ",/article/3346185-yahoo-digital-assets-the-bright-spot,AABA,Yahoo: Digital Assets The Bright Spot,Long
 Bret Jensen," Jul. 22, 2015, 12:18 PM ",/article/3342155-aratana-emerging-player-in-pet-therapeutics,PETX,Aratana: Emerging Player In Pet Therapeutics,Long
 Daniel Jones," Jul. 22, 2015, 12:14 PM ",/article/3346145-lifelock-may-have-just-become-a-garp,LOCK,LifeLock May Have Just Become A GARP,Long
 Value Ideas," Jul. 22, 2015, 12:08 PM ",/article/3342135-j-c-penney-all-set-to-fly-higher,JCP,J.C. Penney: All Set To Fly Higher,Long
" Jul. 22, 2015, 12:04 PM ", FB,/article/3346105-facebook-is-still-a-buy-going-into-earnings,Editors' Pick ,Facebook Is Still A Buy Going Into Earnings,Long
 Achilles Research," Jul. 22, 2015, 11:53 AM ",/article/3346065-chevron-a-nearly-5-percent-yielding-rock-of-stability-in-the-energy-sector,CVX,Chevron - A Nearly 5% Yielding Rock Of Stability In The Energy Sector,Long
 John Zhang," Jul. 22, 2015, 11:29 AM ",/article/3341955-shenandoah-telecommunications-efficient-wireless-operator-with-unique-advantages,SHEN,Shenandoah Telecommunications: Efficient Wireless Operator With Unique Advantages,Long
 Stone Fox Capital," Jul. 22, 2015, 10:53 AM ",/article/3345815-twitter-the-growth-misperception,TWTR,Twitter: The Growth Misperception,Long
" Jul. 22, 2015, 10:42 AM ", NFLX,/article/3345795-netflix-is-too-hard-wired-when-it-comes-to-developing-its-own-hardware,Editors' Pick ,Netflix Is Too Hard-Wired When It Comes To Developing Its Own Hardware,Long
 Dan Carman," Jul. 22, 2015, 10:37 AM ",/article/3345775-u-s-steel-is-undervalued,X,U.S. Steel Is Undervalued,Long
 Daniel Jones," Jul. 22, 2015, 10:31 AM ",/article/3341745-do-shares-of-iridium-communications-belong-in-orbit,IRDM,Do Shares Of Iridium Communications Belong In Orbit?,Long
 Steve Guenette," Jul. 22, 2015, 10:26 AM ",/article/3341715-deckers-outdoor-a-compelling-value-proposition-at-current-levels,DECK,Deckers Outdoor: A Compelling Value Proposition At Current Levels,Long
 Pistachio Investments," Jul. 22, 2015, 10:24 AM ",/article/3345735-despite-a-25-percent-decline-united-natural-foods-may-not-yet-be-an-attractive-buy,UNFI,"Despite A 25% Decline, United Natural Foods May Not Yet Be An Attractive Buy",Long
 John McKenna," Jul. 22, 2015, 10:18 AM ",/article/3345715-is-it-good-that-microsoft-lost-the-console-war,MSFT,Is It Good That Microsoft Lost The Console War?,Long
 Simple Investment Ideas," Jul. 22, 2015, 10:17 AM ",/article/3345695-growing-opportunities-for-invensense,INVN,Growing Opportunities For InvenSense,Long
 Khurram Rao," Jul. 22, 2015, 10:09 AM ",/article/3345665-improving-margins-lead-to-15-percent-upside-for-hexcel-corporation-stock,HXL,Improving Margins Lead To 15% Upside For Hexcel Corporation Stock,Long
 Albert Alfonso," Jul. 22, 2015, 9:51 AM ",/article/3345605-the-at-and-t-directv-merger-is-all-but-confirmed,T,The AT&T/DirecTV Merger Is All But Confirmed,Long
 The Investment Doctor," Jul. 22, 2015, 9:51 AM ",/article/3341595-i-never-thought-id-say-id-invest-in-a-pet-pharmacy-company-but-theres-a-first-for-everything,PETS,I Never Thought I'd Say I'd Invest In A Pet Pharmacy Company But There's A First For Everything,Long
 Brian Nichols," Jul. 22, 2015, 8:50 AM ",/article/3345415-skechers-why-citis-142-price-target-is-still-undervaluing-the-company,SKX,Skechers: Why Citi's $142 Price Target Is Still Undervaluing The Company,Long
 Charlie Harrison," Jul. 22, 2015, 8:30 AM ",/article/3340185-fannie-mae-the-governments-most-recent-motion-to-dismiss-and-fairholmes-motion-to-stay,FNMA,Fannie Mae: The Government's Most Recent Motion To Dismiss And Fairholme's Motion To Stay,Long
 William Meyers," Jul. 22, 2015, 8:28 AM ",/article/3345325-acceleron-pharma-has-2-drug-candidates-that-could-become-blockbusters,XLRN,Acceleron Pharma Has 2 Drug Candidates That Could Become Blockbusters,Long
 James Catlin," Jul. 22, 2015, 8:20 AM ",/article/3345285-2-shipping-companies-with-well-timed-expansion,"ASC, STNG",2 Shipping Companies With Well-Timed Expansion,Long
 Colorado Wealth Management Fund," Jul. 22, 2015, 8:14 AM ",/article/3345265-top-5-reasons-to-buy-prospect-capital-on-another-dip,PSEC,Top 5 Reasons To Buy Prospect Capital On Another Dip,Long
" Jul. 22, 2015, 8:04 AM ", ALMC,/article/3341405-alliance-semiconductor-a-17_6-percent-gain-with-very-low-risk,Editors' Pick ,Alliance Semiconductor - A 17.6% Gain With Very Low Risk,Long
 Alpha Gen Capital," Jul. 22, 2015, 7:56 AM ",/article/3341375-where-does-rentrak-go-from-here,RENT,Where Does Rentrak Go From Here?,Long
 Brian Sanders," Jul. 22, 2015, 7:55 AM ",/article/3345205-michael-kors-reassessing-the-situation,KORS,Michael Kors: Reassessing The Situation,Long
 John Gilliam," Jul. 22, 2015, 7:53 AM ",/article/3345195-will-undervalued-cvsl-prove-to-be-a-multi-bagger,JRJR,Will Undervalued CVSL Prove To Be A Multi-Bagger?,Long
 ControlledRisk," Jul. 22, 2015, 7:46 AM ",/article/3345175-ocata-and-an-early-stage-biotech-valuation-method,OCAT,Ocata And An Early Stage Biotech Valuation Method,Long
" Jul. 22, 2015, 7:46 AM ", SPCB,/article/3341335-supercom-funding-likely-presages-major-h2-contract-awards,Editors' Pick ,SuperCom: Funding Likely Presages Major H2 Contract Awards,Long
 J Mintzmyer," Jul. 22, 2015, 7:35 AM ",/article/3341295-golden-ocean-fredriksens-bulker-giant-returns,GOGL,Golden Ocean: Fredriksen's Bulker Giant Returns,Long
 Rule of Law Guy," Jul. 22, 2015, 7:34 AM ",/article/3341285-the-perry-appeal-prospects-for-reversal-and-the-possible-effects-on-fannie-mae-and-freddie-mac-share-prices-part-ii,FNMA,"The Perry Appeal, Prospects For Reversal And The Possible Effects On Fannie Mae And Freddie Mac Share Prices: Part II",Long
 Justin Hess," Jul. 22, 2015, 7:14 AM ",/article/3341235-a-long-case-for-garmin-has-the-market-corrected-too-much,GRMN,A Long Case For Garmin: Has The Market Corrected Too Much?,Long
" Stephen Simpson, CFA"," Jul. 22, 2015, 6:10 AM ",/article/3344915-general-electric-on-a-better-path-but-not-yet-priced-accordingly,GE,"General Electric On A Better Path, But Not Yet Priced Accordingly",Long
 Gold Mining Bull," Jul. 22, 2015, 5:36 AM ",/article/3340995-corvus-golds-pea-on-north-bullfrog-project-is-better-than-expected,CORVF,Corvus Gold's PEA On North Bullfrog Project Is Better Than Expected,Long
 Shankar N," Jul. 22, 2015, 5:35 AM ",/article/3344825-dominos-secret-ingredient-international-expansion-or-supply-chain,DPZ,Domino's Secret Ingredient: International Expansion Or Supply Chain?,Long
 Mark Kusnir," Jul. 22, 2015, 5:25 AM ",/article/3344805-dont-buy-a-timeshare-buy-a-timeshare-company,WYN,"Don't Buy A Timeshare, Buy A Timeshare Company",Long
 Achilles Research," Jul. 22, 2015, 5:19 AM ",/article/3344795-chesapeake-energy-what-to-do-after-yesterdays-misguided-panic-sell-off,CHK,Chesapeake Energy: What To Do After Yesterday's Misguided Panic Sell-Off,Long
 Jonathan Weber," Jul. 22, 2015, 4:56 AM ",/article/3344775-chipotle-looks-good-after-another-earnings-beat,CMG,Chipotle Looks Good After Another Earnings Beat,Long
 Steve Guenette," Jul. 22, 2015, 4:47 AM ",/article/3340925-cummins-positioned-to-continue-to-drive-higher,CMI,Cummins Positioned To Continue To Drive Higher,Long
 Pistachio Investments," Jul. 22, 2015, 4:10 AM ",/article/3344725-looking-in-the-rearview-mirror-a-history-of-steady-growth-continues-into-the-future,GNTX,Looking In The Rearview Mirror: A History Of Steady Growth Continues Into The Future,Long
 Daniel Jones," Jul. 22, 2015, 3:58 AM ",/article/3340845-a-look-at-michael-kors-compared-to-ralph-lauren-and-coach,KORS,A Look At Michael Kors Compared To Ralph Lauren And Coach,Long
 AH Research," Jul. 22, 2015, 3:44 AM ",/article/3344675-verizon-looks-strong-going-ahead-on-back-of-solid-first-quarter-results,VZ,Verizon Looks Strong Going Ahead On Back Of Solid First Quarter Results,Long
 IP Banking Research," Jul. 22, 2015, 3:16 AM ",/article/3344595-the-feds-final-capital-rules-a-boon-for-citigroup,C,The Fed's Final Capital Rules - A Boon For Citigroup,Long
 The Investment Doctor," Jul. 22, 2015, 1:41 AM ",/article/3340635-lockheed-martin-will-have-to-reduce-its-share-repurchase-rate-to-keep-its-balance-sheet-robust,LMT,Lockheed Martin Will Have To Reduce Its Share Repurchase Rate To Keep Its Balance Sheet Robust,Long
 The Investment Doctor," Jul. 21, 2015, 11:27 PM ",/article/3340495-will-hecla-mining-remain-profitable-in-the-current-precious-metals-price-environment,HL,Will Hecla Mining Remain Profitable In The Current Precious Metals Price Environment?,Long
 Gold Mining Bull," Jul. 21, 2015, 11:17 PM ",/article/3340485-first-majestics-production-remains-on-track-but-investors-should-keep-an-eye-on-costs,AG,"First Majestic's Production Remains On Track, But Investors Should Keep An Eye On Costs",Long
 Gold Mining Bull," Jul. 21, 2015, 11:15 PM ",/article/3340475-richmont-mines-reports-record-quarterly-gold-production-and-remains-a-buy,RIC,Richmont Mines Reports Record Quarterly Gold Production And Remains A Buy,Long
 Hoosier Investor," Jul. 21, 2015, 8:18 PM ",/article/3344105-gerons-second-line-myelofibrosis-trial-offers-significant-eps-potential,GERN,Geron's Second-Line Myelofibrosis Trial Offers Significant EPS Potential,Long
 Itinerant," Jul. 21, 2015, 8:10 PM ",/article/3340315-nulegacy-gold-is-first-in-line-to-benefit-from-barricks-renewed-focus-on-core-assets,NULGF,NuLegacy Gold Is First In Line To Benefit From Barrick's Renewed Focus On Core Assets,Long
 Dallas Salazar," Jul. 21, 2015, 7:32 PM ",/article/3344005-community-bank-system-another-quarter-of-consistency-and-still-an-attractive-yield,CBU,Community Bank System: Another Quarter Of Consistency And Still An Attractive Yield,Long
 Dhierin Bechai," Jul. 21, 2015, 6:29 PM ",/article/3343835-asml-at-least-50-percent-upside-potential-by-2020-but-stock-a-bit-risky,ASML,"ASML: At Least 50% Upside Potential By 2020, But Stock A Bit Risky",Long
 Adam Brown," Jul. 21, 2015, 6:08 PM ",/article/3340145-has-customers-bancorp-run-its-course,CUBI,Has Customers Bancorp Run Its Course?,Long
 Vedant Arora," Jul. 21, 2015, 6:04 PM ",/article/3343765-u-s-bancorp-exceptional-management-moderate-moat-and-final-verdict,USB,"U.S. Bancorp: Exceptional Management, Moderate Moat And Final Verdict",Long
 Poor Aksarben," Jul. 21, 2015, 5:58 PM ",/article/3343725-amerco-the-security-i-like-best,UHAL,Amerco: The Security I Like Best,Long
 Alexander J Poulos," Jul. 21, 2015, 5:58 PM ",/article/3343705-a-few-key-points-i-am-watching-for-from-gilead-sciences,GILD,A Few Key Points I Am Watching For From Gilead Sciences,Long
 Nick Rokke," Jul. 21, 2015, 5:43 PM ",/article/3340115-rli-a-hidden-insurance-gem,RLI,RLI - A Hidden Insurance Gem,Long
 Electric Phred," Jul. 21, 2015, 5:04 PM ",/article/3343455-intel-micron-3d-nand-and-ssds-about-to-explode,INTC,Intel/Micron: 3D NAND And SSDs About To Explode,Long
 InvestRight," Jul. 21, 2015, 4:58 PM ",/article/3343375-is-ericsson-the-dark-horse-you-should-keep-in-your-portfolio,ERIC,Is Ericsson The Dark Horse You Should Keep In Your Portfolio?,Long
 Joseph Harry," Jul. 21, 2015, 4:44 PM ",/article/3343405-consider-corning-after-this-years-double-digit-drop,GLW,Consider Corning After This Year's Double-Digit Drop,Long
 Alpha Gen Capital," Jul. 21, 2015, 4:18 PM ",/article/3339895-macau-is-looking-up-and-galaxy-should-shine,GXYEY,Macau Is Looking Up And Galaxy Should Shine,Long
 Somint Research," Jul. 21, 2015, 4:13 PM ",/article/3343225-analysis-of-microsofts-historical-profitability,MSFT,Analysis Of Microsoft's Historical Profitability,Long
 Dallas Salazar," Jul. 21, 2015, 4:01 PM ",/article/3343185-gevo-q2-earnings-will-greatly-increase-probability-of-default-crush-shares,GEVO,"Gevo: Q2 Earnings Will Greatly Increase Probability Of Default, Crush Shares",Long
 Steve Guenette," Jul. 21, 2015, 3:32 PM ",/article/3339755-perficient-best-in-breed-at-a-discount,PRFT,Perficient: Best In Breed At A Discount,Long
 The Value Hunter," Jul. 21, 2015, 3:26 PM ",/article/3343045-regulatory-issues-will-put-pressure-on-qualcomm-in-the-short-term,QCOM,Regulatory Issues Will Put Pressure On Qualcomm In The Short Term,Long
 Alpha Gen Capital," Jul. 21, 2015, 3:21 PM ",/article/3339725-community-health-systems-has-seen-a-large-risk-overhang-disappear,CYH,Community Health Systems Has Seen A Large Risk Overhang Disappear,Long
 J Mintzmyer," Jul. 21, 2015, 3:13 PM ",/article/3339705-cloud-peak-energy-irrational-bear-pricing-shares-worth-12-plus,CLD,"Cloud Peak Energy - Irrational Bear Pricing, Shares Worth $12-Plus",Long
 Max Lukenbach," Jul. 21, 2015, 3:11 PM ",/article/3342985-plentyoffish-acquisition-bolsters-interactivecorps-dating-app-dominance,IAC,'PlentyOfFish' Acquisition Bolsters InterActiveCorp's Dating App Dominance,Long
" Wayne Olson, CFA"," Jul. 21, 2015, 2:57 PM ",/article/3342925-a-light-at-the-end-of-the-tunnel-fannie-mae-and-freddie-mac-and-the-u-s-court-of-appeals,FNMA,A Light At The End Of The Tunnel: Fannie Mae And Freddie Mac And The U.S. Court Of Appeals,Long
 Individual Trader," Jul. 21, 2015, 2:50 PM ",/article/3339605-consol-has-the-assets-to-flourish,CNX,Consol Has The Assets To Flourish,Long
 Devin Stearns," Jul. 21, 2015, 2:36 PM ",/article/3342825-google-a-role-model,"GOOG, GOOGL",Google: A Role Model?,Long
 Stock Doctor," Jul. 21, 2015, 2:36 PM ",/article/3342815-cytokinetics-is-proof-that-biotech-bargains-still-exist,CYTK,Cytokinetics Is Proof That Biotech Bargains Still Exist,Long
 Lior Ronen," Jul. 21, 2015, 2:14 PM ",/article/3342665-yahoo-aabaco-spin-off-is-a-highly-unattractive-investment,AABA,Yahoo: Aabaco Spin-Off Is A Highly Unattractive Investment,Long
 Jeff Boyd," Jul. 21, 2015, 1:43 PM ",/article/3339425-century-aluminum-electricity-pricing-to-provide-boost-to-2nd-quarter,CENX,Century Aluminum - Electricity Pricing To Provide Boost To 2nd Quarter,Long
 LD Investments," Jul. 21, 2015, 1:41 PM ",/article/3342575-ibms-moat-in-the-smart-cities-market,IBM,IBM's Moat In The Smart Cities Market,Long
 Enceladus Research," Jul. 21, 2015, 1:37 PM ",/article/3342415-palo-alto-networks-transitioning-toward-a-one-stop-service,PANW,Palo Alto Networks: Transitioning Toward A One-Stop Service,Long
 Dividend Stream," Jul. 21, 2015, 1:31 PM ",/article/3339365-is-kinder-morgan-stuck-with-more-lng,KMI,Is Kinder Morgan Stuck With More LNG?,Long
 The Value Portfolio," Jul. 21, 2015, 1:30 PM ",/article/3339355-occidental-petroleum-major-oil-company-with-huge-potential,OXY,Occidental Petroleum - Major Oil Company With Huge Potential,Long
 Ben Sender," Jul. 21, 2015, 1:10 PM ",/article/3339265-drilling-for-low-risk-reward-with-awilco,AWLCF,Drilling For Low-Risk Reward With Awilco,Long
 William Garrison," Jul. 21, 2015, 1:09 PM ",/article/3339245-sifting-through-the-scraps-in-chinas-steel-market,AMCO,Sifting Through The Scraps In China's Steel Market,Long
 Khurram Rao," Jul. 21, 2015, 12:58 PM ",/article/3342185-asml-may-be-the-best-stock-in-the-semiconductor-universe,ASML,ASML May Be The Best Stock In The Semiconductor Universe,Long
 Jeff Eiseman," Jul. 21, 2015, 12:54 PM ",/article/3339185-tonix-its-blockbuster-headache-remedy-two-2015-catalysts-and-two-post-offering-valuations,TNXP,"Tonix: Its Blockbuster Headache Remedy, Two 2015 Catalysts, & Two Post-Offering Valuations",Long
" Bret Crafton, CFA"," Jul. 21, 2015, 12:50 PM ",/article/3342295-las-vegas-sands-has-a-license-to-print-money,LVS,Las Vegas Sands Has A License To Print Money,Long
 DoctoRx," Jul. 21, 2015, 12:46 PM ",/article/3342275-an-assessment-of-celgenes-deal-for-receptos,CELG,An Assessment Of Celgene's Deal For Receptos,Long
 Seeking Profits," Jul. 21, 2015, 12:46 PM ",/article/3342265-qualcomm-considering-strategic-alternatives,QCOM,Qualcomm: Considering Strategic Alternatives,Long
 Jeff Williams," Jul. 21, 2015, 12:45 PM ",/article/3342255-lowes-why-i-expect-another-10-percent-increase-this-year,LOW,Lowe's: Why I Expect Another 10% Increase This Year,Long
 Simple Qualitative," Jul. 21, 2015, 12:43 PM ",/article/3342245-paypals-hidden-jewel,PYPL,PayPal's Hidden Jewel,Long
 The Investment Doctor," Jul. 21, 2015, 12:35 PM ",/article/3339075-perseus-mining-might-be-a-hidden-gem-76-percent-of-its-market-cap-is-backed-by-its-working-capital,PMNXF,Perseus Mining Might Be A Hidden Gem - 76% Of Its Market Cap Is Backed By Its Working Capital,Long
 Michael Liu," Jul. 21, 2015, 12:30 PM ",/article/3339045-united-natural-foods-massive-long-term-upside-potential-for-a-slight-premium-valuation,UNFI,United Natural Foods: Massive Long-Term Upside Potential For A Slight Premium Valuation,Long
 Simple Investment Ideas," Jul. 21, 2015, 12:30 PM ",/article/3342215-rockwell-automation-is-set-to-continue-its-upsurge,ROK,Rockwell Automation Is Set To Continue Its Upsurge,Long
 Winning Strategies," Jul. 21, 2015, 12:08 PM ",/article/3342125-ibm-a-consistent-player-for-long-term-investors,IBM,IBM: A Consistent Player For Long-Term Investors,Long
 Elderberry Investments," Jul. 21, 2015, 12:01 PM ",/article/3342095-consider-tile-shop-after-earnings,TTS,Consider Tile Shop After Earnings,Long
 WestEnd511," Jul. 21, 2015, 11:55 AM ",/article/3338915-alibaba-scaling-up-the-logistics,BABA,Alibaba: Scaling Up The Logistics,Long
 Pistachio Investments," Jul. 21, 2015, 11:54 AM ",/article/3342045-getting-a-good-return-from-an-e-government-services-company-possible-with-nic,EGOV,Getting A Good Return From An E-Government Services Company - Possible With NIC?,Long
 Russ Fischer," Jul. 21, 2015, 11:47 AM ",/article/3338885-how-intel-doubles-in-size-from-here,INTC,How Intel Doubles In Size From Here,Long
 WestEnd511," Jul. 21, 2015, 11:47 AM ",/article/3338875-facebook-can-its-dynamic-product-ads-turn-ebay-around,FB,Facebook: Can Its Dynamic Product Ads Turn eBay Around?,Long
 I Know First Research," Jul. 21, 2015, 11:45 AM ",/article/3342005-why-ford-represents-a-great-opportunity-ahead-of-earnings,F,Why Ford Represents A Great Opportunity Ahead Of Earnings,Long
 Michael Boyd," Jul. 21, 2015, 11:24 AM ",/article/3341945-synaptics-well-positioned-in-mobile,SYNA,Synaptics: Well Positioned In Mobile,Long
 Stone Fox Capital," Jul. 21, 2015, 11:15 AM ",/article/3338715-papa-murphys-let-the-stock-bake-for-awhile,FRSH,Papa Murphy's: Let The Stock Bake For Awhile,Long
 Arie Goren," Jul. 21, 2015, 11:08 AM ",/article/3341905-best-russell-1000-industrial-stocks-according-to-a-winning-ranking-system-buy-spirit-aerosystems,SPR,Best Russell 1000 Industrial Stocks According To A Winning Ranking System: Buy Spirit AeroSystems,Long
 Aurelien Windenberger," Jul. 21, 2015, 11:06 AM ",/article/3338595-energy-xxis-preferred-stock-now-yields-over-55-percent-is-it-pricing-in-an-imminent-bankruptcy,EGC,Energy XXI's Preferred Stock Now Yields Over 55%; Is It Pricing In An Imminent Bankruptcy?,Long
 The Investment Doctor," Jul. 21, 2015, 11:06 AM ",/article/3338585-st-barbara-reports-excellent-production-results-but-it-should-urgently-reduce-its-net-debt,STBMY,"St. Barbara Reports Excellent Production Results, But It Should Urgently Reduce Its Net Debt",Long
 Bill Maurer," Jul. 21, 2015, 11:06 AM ",/article/3341895-intel-operational-efficiency-key-to-profitability,INTC,Intel: Operational Efficiency Key To Profitability,Long
 I Know First Research," Jul. 21, 2015, 11:05 AM ",/article/3341885-is-it-time-to-buy-sunpower,SPWR,Is It Time To Buy SunPower?,Long
 The Investment Doctor," Jul. 21, 2015, 11:00 AM ",/article/3338575-polymetal-international-value-or-a-value-trap,AUCOY,Polymetal International - Value Or A Value Trap?,Long
 Dallas Salazar," Jul. 21, 2015, 10:53 AM ",/article/3341835-c1-financial-growing-consistently-uniquely-positioned-for-rising-rates,BNK,"C1 Financial: Growing Consistently, Uniquely Positioned For Rising Rates",Long
 Activist Stocks," Jul. 21, 2015, 10:52 AM ",/article/3341825-bed-bath-and-beyond-the-buyout-thesis,BBBY,Bed Bath & Beyond: The Buyout Thesis,Long
 Peter Mantas," Jul. 21, 2015, 10:38 AM ",/article/3341775-ansys-buy-the-dip-but-not-before,ANSS,Ansys: Buy The Dip (But Not Before),Long
 Daniel Jones," Jul. 21, 2015, 10:36 AM ",/article/3338465-the-simple-math-behind-breitburn-energy-partners,BBEPQ,The Simple Math Behind BreitBurn Energy Partners,Long
 Peter Arendas," Jul. 21, 2015, 10:29 AM ",/article/3338415-platinum-group-metals-the-blood-in-the-streets-may-represent-a-great-opportunity-for-long-term-investors,PLG,Platinum Group Metals: The Blood In The Streets May Represent A Great Opportunity For Long Term Investors,Long
 Value Ideas," Jul. 21, 2015, 10:26 AM ",/article/3338405-nissan-in-europe-growing-despite-headwinds,"NSANY, NSANF",Nissan In Europe: Growing Despite Headwinds,Long
 Steve Guenette," Jul. 21, 2015, 10:21 AM ",/article/3338375-trueblue-pushing-higher-with-no-signs-of-slowing-down,TBI,Trueblue: Pushing Higher With No Signs Of Slowing Down,Long
 Michael Allison," Jul. 21, 2015, 10:15 AM ",/article/3338345-significant-growth-and-profitability-avigilons-investment-thesis-is-sound,AIOCF,Significant Growth And Profitability - Avigilon's Investment Thesis Is Sound,Long
 David Zanoni," Jul. 21, 2015, 10:12 AM ",/article/3338325-the-value-of-the-receptos-acquisition-for-celgene,CELG,The Value Of The Receptos Acquisition For Celgene,Long
 Orange Peel Investments," Jul. 21, 2015, 10:09 AM ",/article/3341675-tesla-ubs-reality-check-could-mark-a-turning-point,TSLA,Tesla: UBS' Reality Check Could Mark A Turning Point,Long
 The Prosperity Active Yield Fund," Jul. 21, 2015, 10:06 AM ",/article/3338295-unlocking-hidden-value-in-yahoo-revisited,AABA,Unlocking Hidden Value In Yahoo!: Revisited,Long
